artifact,task,condition,relation,dose,seed,n_test,n_affected,n_control,affected_delta_mean,control_delta_mean,did,affected_win_rate,control_win_rate,linear_affected_coef,did_label_adjusted,did_label_equal,n_labels_adjusted,did_minus_decoy,did_label_adjusted_minus_decoy,linear_affected_coef_minus_decoy
phase0_gru_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,exact_20x,exact,20,307,204,82,122,0.004299712889805067,-0.00233816969223687,0.006637882582041937,0.7317073170731707,0.5327868852459017,0.007645827927826943,0.006517359321277532,0.006389729459618739,2,0.004216336634386931,0.0083588723407154,0.008905836548448308
phase0_gru_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,exact_20x,exact,20,331,204,82,122,0.006210974985506476,0.0028496975170784348,0.0033612774684280413,0.6463414634146342,0.7377049180327869,0.0007491212024407275,0.009097121913379755,0.010792180943909692,2,0.1680972490695025,0.2176072461859592,0.09612649514832047
phase0_gru_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,exact_20x,exact,20,353,204,82,122,0.0032319381106190545,-0.0037396786978743197,0.006971616808493375,0.45121951219512196,0.23770491803278687,-0.0006373249385402159,-0.0020178639080790962,-0.0021394609566192913,2,0.0023862876810553614,-0.008661439331525102,-0.0044300608465320385
phase0_gru_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,exact_20x,exact,20,379,204,82,122,-0.004842548290403881,-0.002215989422602729,-0.002626558867801152,0.35365853658536583,0.29508196721311475,0.0026412977744079483,-0.00043409723851827543,-0.0012297486544159885,2,-0.006540427609283127,-0.0023988324567862907,0.0029519533818920182
phase0_gru_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,exact_20x,exact,20,401,204,82,122,0.011309574744323408,0.007339137255168356,0.003970437489155052,0.7439024390243902,0.7540983606557377,0.00745760931732601,0.007551667445008157,0.008777087398632071,2,-0.0005467771896954694,-0.0017360743405042834,-0.0009057471529060265
phase0_gru_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,exact_20x,exact,20,421,204,82,122,0.009131841168443606,-0.0013015819484459555,0.010433423116889561,0.4024390243902439,0.3442622950819672,0.0005626479088146779,0.010036257492634421,0.011569672930157343,2,0.006547475701941989,-0.0006720940883602339,-0.0064454668423353945
phase0_gru_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,exact_20x,exact,20,443,204,82,122,0.001355287414498453,-0.0024499960365842676,0.0038052834510827207,0.5121951219512195,0.13934426229508196,0.002041347935610901,0.002817559117246226,0.0029569991209567313,2,0.001965386180824547,0.004930551604389159,0.0031289131953744958
phase0_gru_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,exact_20x,exact,20,467,204,82,122,-0.0024039499552511515,0.007171798153917807,-0.009575748109168959,0.47560975609756095,0.6885245901639344,0.004197778038161092,0.009815407326136614,0.010913502793225695,2,-0.0034672760558066866,0.00217502388407265,-0.0036261563674638703
phase0_gru_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,exact_20x,exact,20,491,204,82,122,0.004889192707018868,3.0840976072148524e-05,0.004858351730946719,0.6097560975609756,0.5655737704918032,0.004521235996250958,0.011729450199439124,0.013250371238072808,2,0.003093971952204623,-0.010944801982263708,-0.014395998655409577
phase0_gru_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,exact_20x,exact,20,509,204,82,122,0.004142000771513796,0.00020601255361173422,0.003935988217902062,0.7439024390243902,0.7213114754098361,0.0029849740650198797,0.00212733520584488,0.0019698865601343917,2,0.003949835424314046,-0.004373712856487759,0.002032459231068203
phase0_gru_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,exact_20x,exact,20,541,204,82,122,0.016224010325059657,0.011436916338127164,0.004787093986932493,0.8292682926829268,0.8934426229508197,0.013580467137572258,0.022557573227785923,0.02464817531301113,2,0.006319780063564807,0.022145132481892173,0.011300344795662892
phase0_gru_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,exact_20x,exact,20,563,204,82,122,0.0012661162763834036,0.0005887135878571732,0.0006774026885262304,0.4878048780487805,0.319672131147541,-0.011942503780276538,-0.014401027552627921,-0.015123724830869524,2,-0.004768384620919671,-0.007478512261897121,-0.00678205123062138
phase0_gru_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,random_20x,random,20,307,204,82,122,-0.0010901635012975593,-0.00031657016179601063,-0.0007735933395015488,0.4024390243902439,0.639344262295082,-0.002482745784458276,-0.0011905270125455395,-0.0008584172692970638,2,-0.0031951392871565547,0.0006509860068923284,-0.0012227371638369108
phase0_gru_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,random_20x,random,20,331,204,82,122,-0.14147435614793766,0.02608003332966664,-0.1675543894776043,0.2804878048780488,0.3770491803278688,-0.09420636503224489,-0.21391001338082732,-0.23603313974181858,2,-0.0028184178765298384,-0.005399889108247874,0.0011710089136348634
phase0_gru_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,random_20x,random,20,353,204,82,122,-0.009911508685568494,-0.004377462458415119,-0.005534046227153375,0.3048780487804878,0.4672131147540984,0.0036225554531570912,0.0027279057619158695,0.002467117650287444,2,-0.010119375354591387,-0.003915669661530136,-0.0001701804548347309
phase0_gru_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,random_20x,random,20,379,204,82,122,-0.0030053303372569165,6.730830083127359e-05,-0.00307263863808819,0.36585365853658536,0.6065573770491803,-0.0009606400579665279,-0.0022989671514902867,-0.00259441962878038,2,-0.0069865073795701655,-0.0042637023697583015,-0.0006499844504824579
phase0_gru_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,random_20x,random,20,401,204,82,122,-0.004781778992676153,0.0003154409713432417,-0.005097219964019394,0.36585365853658536,0.45901639344262296,-0.004568606171200336,-0.00931324342820526,-0.010472559201938675,2,-0.009614434642869915,-0.0186009852137177,-0.012931962641432372
phase0_gru_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,random_20x,random,20,421,204,82,122,-0.008274767116257327,0.0023015382409584412,-0.010576305357215769,0.47560975609756095,0.5491803278688525,-0.001902145471557315,-0.0104044656718738,-0.012214386428587144,2,-0.01446225277216334,-0.021112817252868454,-0.008910260222707387
phase0_gru_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,random_20x,random,20,443,204,82,122,0.0020948142358442586,-0.0002581288457894071,0.0023529430816336657,0.5609756097560976,0.5655737704918032,0.0016525462852368302,0.006067175105632674,0.007063743974194854,2,0.0005130458113754921,0.008180167592775607,0.002740111545000425
phase0_gru_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,random_20x,random,20,467,204,82,122,-0.004188342792231852,-0.006336813586473952,0.0021484707942421005,0.3170731707317073,0.22131147540983606,0.006829058245417456,0.00660782696624855,0.006258179479421759,2,0.008256942847604372,-0.0010325564758154144,-0.0009948761602075057
phase0_gru_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,random_20x,random,20,491,204,82,122,-0.00448213173530814,-0.00201800925901434,-0.0024641224762938004,0.4634146341463415,0.6311475409836066,0.021567905449902766,0.03696587822862597,0.04014631577474026,2,-0.004228502255035897,0.01429162604692314,0.00265067079824223
phase0_gru_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,random_20x,random,20,509,204,82,122,0.0009213795930874142,-0.00025308944407055747,0.0011744690371579716,0.7317073170731707,0.6475409836065574,0.010366134692168242,0.005272158535151931,0.00421935616021935,2,0.0011883162435699552,-0.0012288895271807074,0.009413619858216565
phase0_gru_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,random_20x,random,20,541,204,82,122,0.001498084242750959,-0.003972866038074261,0.00547095028082522,0.5609756097560976,0.22950819672131148,0.00731314036941871,0.012755176947980089,0.013912412315788103,2,0.007003636357457534,0.012342736202086339,0.005033018027509344
phase0_gru_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,random_20x,random,20,563,204,82,122,0.0015203243166935106,-0.0026948068550497807,0.004215131171743291,0.5121951219512195,0.2540983606557377,-0.0037986697441212726,-0.0038381131830179916,-0.0039273832190004875,2,-0.0012306561377026107,0.0030844021077128087,0.001361782805533885
phase0_gru_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,stereo_20x,stereo,20,307,204,82,122,0.004778949225821144,-0.002400746538502264,0.007179695764323408,0.7804878048780488,0.45081967213114754,0.007052717104893456,0.008725621617080435,0.009219753972366289,2,0.004758149816668403,0.010567134636518302,0.008312725725514822
phase0_gru_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,stereo_20x,stereo,20,331,204,82,122,-0.14623800851404672,0.023793502542816227,-0.17003151105686296,0.2804878048780488,0.36885245901639346,-0.08646713766322228,-0.21166536105550277,-0.2348664527570302,2,-0.005295539455788506,-0.0031552367829233152,0.008910236282657469
phase0_gru_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,stereo_20x,stereo,20,353,204,82,122,0.002522511180581114,0.0004767641944230622,0.002045746986158052,0.7560975609756098,0.7049180327868853,0.0027038139694380275,-0.0005771286523345508,-0.0015297460303660484,2,-0.002539582141279961,-0.007220704075780556,-0.0010889219385537947
phase0_gru_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,stereo_20x,stereo,20,379,204,82,122,-0.0016735052553618732,-0.0018696335495495381,0.00019612829418766495,0.35365853658536583,0.13934426229508196,0.0006424436119039818,-0.0025083359278578877,-0.003278592841126646,2,-0.0037177404472943107,-0.004473071146125903,0.0009530992193880518
phase0_gru_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,stereo_20x,stereo,20,401,204,82,122,0.013655926850510806,0.012312301602519926,0.0013436252479908806,0.6219512195121951,0.860655737704918,0.002337039936436594,0.005811357172722317,0.007908115426951558,2,-0.0031735894308596406,-0.0034763846127901232,-0.006026316533795442
phase0_gru_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,stereo_20x,stereo,20,421,204,82,122,0.007550520970054518,0.001905880334069503,0.005644640635985016,0.6829268292682927,0.4098360655737705,-0.0016544410683463177,-0.0010310153952536461,-0.0010237487933059594,2,0.0017586932210374435,-0.0117393669762483,-0.00866255581949639
phase0_gru_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,stereo_20x,stereo,20,443,204,82,122,-0.003334854070733235,-0.0011366010933626005,-0.0021982529773706344,0.34146341463414637,0.1885245901639344,-0.002000096538189262,-0.006536865927669941,-0.007628797009127567,2,-0.004038150247628808,-0.004423873440527007,-0.0009125312784256676
phase0_gru_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,stereo_20x,stereo,20,467,204,82,122,-0.006386468959290812,0.00021093290635064058,-0.006597401865641453,0.4268292682926829,0.47540983606557374,0.002414043788179082,0.0014389913265179612,0.0009157888412677923,2,-0.0004889298122791805,-0.006201392115546003,-0.00540989061744588
phase0_gru_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,stereo_20x,stereo,20,491,204,82,122,0.005199184743460362,-0.00250732126172448,0.007706506005184842,0.6951219512195121,0.47540983606557374,0.0038214793908985557,0.013524191551452848,0.01542752488245998,2,0.0059421262264427455,-0.009150060630249984,-0.01509575526076198
phase0_gru_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,stereo_20x,stereo,20,509,204,82,122,0.0014126822579561258,-0.0008049551855589538,0.0022176374435150794,0.6585365853658537,0.5245901639344263,-0.0011112683058090485,0.0040905623915636225,0.005199259069831869,2,0.0022314846499270633,-0.0024104856707690163,-0.002063783139760725
phase0_gru_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,stereo_20x,stereo,20,541,204,82,122,-0.0036901526334809126,-0.007764747060957506,0.004074594427476593,0.3902439024390244,0.13934426229508196,-0.004295830678179553,-0.0061421233779322066,-0.00661945456388242,2,0.005607280504108907,-0.006554564123825957,-0.006575953020088919
phase0_gru_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,stereo_20x,stereo,20,563,204,82,122,0.0011897742203096097,-0.001487583296037602,0.0026773575163472115,0.5,0.20491803278688525,-0.007794343515061357,-0.007810409537551635,-0.007877040144329144,2,-0.0027684297930986902,-0.0008878942468208348,-0.0026338909654061993
