artifact,task,relation,dose,n_seeds,did_n_finite,did_mean,did_std,did_boot_mean,did_boot_ci_low,did_boot_ci_high,did_boot_positive_rate,did_support,did_label_adjusted_n_finite,did_label_adjusted_mean,did_label_adjusted_std,did_label_adjusted_boot_mean,did_label_adjusted_boot_ci_low,did_label_adjusted_boot_ci_high,did_label_adjusted_boot_positive_rate,did_label_adjusted_support,linear_affected_coef_n_finite,linear_affected_coef_mean,linear_affected_coef_std,linear_affected_coef_boot_mean,linear_affected_coef_boot_ci_low,linear_affected_coef_boot_ci_high,linear_affected_coef_boot_positive_rate,linear_affected_coef_support,did_minus_decoy_n_finite,did_minus_decoy_mean,did_minus_decoy_std,did_minus_decoy_boot_mean,did_minus_decoy_boot_ci_low,did_minus_decoy_boot_ci_high,did_minus_decoy_boot_positive_rate,did_minus_decoy_support,did_label_adjusted_minus_decoy_n_finite,did_label_adjusted_minus_decoy_mean,did_label_adjusted_minus_decoy_std,did_label_adjusted_minus_decoy_boot_mean,did_label_adjusted_minus_decoy_boot_ci_low,did_label_adjusted_minus_decoy_boot_ci_high,did_label_adjusted_minus_decoy_boot_positive_rate,did_label_adjusted_minus_decoy_support,linear_affected_coef_minus_decoy_n_finite,linear_affected_coef_minus_decoy_mean,linear_affected_coef_minus_decoy_std,linear_affected_coef_minus_decoy_boot_mean,linear_affected_coef_minus_decoy_boot_ci_low,linear_affected_coef_minus_decoy_boot_ci_high,linear_affected_coef_minus_decoy_boot_positive_rate,linear_affected_coef_minus_decoy_support
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain02,bbbp,exact,20,12,12,-0.0003515330122823039,0.027243093340979397,-0.0003311455538120535,-0.01616007081739379,0.01347425361434394,0.49675,unstable_or_null,12,0.005560851260406739,0.028248827734979887,0.00576014466409746,-0.010108668514932334,0.020261930709986588,0.769,unstable_or_null,12,-0.001167945092848069,0.01665742550387715,-0.0011046735633731286,-0.010942791384578187,0.007046793412556531,0.4365,unstable_or_null,12,-0.015729379432454508,0.026019278835688282,-0.01586685476680613,-0.030321635272690804,-0.002888037956089616,0.00675,directional_negative,12,-0.003907522877657513,0.03907822048036678,-0.0036861995687923715,-0.02526909265182516,0.015425379493699029,0.385,unstable_or_null,12,-0.0013653938836818674,0.022208875120245858,-0.0011921862224081774,-0.013865110356128332,0.009681156218371666,0.44225,unstable_or_null
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain02,bbbp,stereo,20,12,12,-0.009405395121830126,0.02747769903261889,-0.009695173119155897,-0.02492327809041918,0.004985479338175708,0.10725,directional_negative,12,-0.0012301980662298422,0.032713974369336526,-0.0012852082872313213,-0.019274624788341632,0.015249633178970505,0.45375,unstable_or_null,12,-0.012949073715248394,0.03008918857562578,-0.012756652050435868,-0.029705319686407435,0.0023332171293574495,0.05275,directional_negative,12,-0.02478324154200233,0.03164953485441149,-0.025017247396377944,-0.041990774634014495,-0.00792570029148367,0.00375,directional_negative,12,-0.010698572204294094,0.04350950278010176,-0.010776496709340217,-0.03493459433646857,0.010662747762124898,0.1845,directional_negative,12,-0.013146522506082193,0.02642635640610126,-0.013039543884839688,-0.028407612597999687,-0.00021960956891422937,0.0215,directional_negative
