artifact,task,relation,dose,n_seeds,did_n_finite,did_mean,did_std,did_boot_mean,did_boot_ci_low,did_boot_ci_high,did_boot_positive_rate,did_support,did_label_adjusted_n_finite,did_label_adjusted_mean,did_label_adjusted_std,did_label_adjusted_boot_mean,did_label_adjusted_boot_ci_low,did_label_adjusted_boot_ci_high,did_label_adjusted_boot_positive_rate,did_label_adjusted_support,linear_affected_coef_n_finite,linear_affected_coef_mean,linear_affected_coef_std,linear_affected_coef_boot_mean,linear_affected_coef_boot_ci_low,linear_affected_coef_boot_ci_high,linear_affected_coef_boot_positive_rate,linear_affected_coef_support,did_minus_decoy_n_finite,did_minus_decoy_mean,did_minus_decoy_std,did_minus_decoy_boot_mean,did_minus_decoy_boot_ci_low,did_minus_decoy_boot_ci_high,did_minus_decoy_boot_positive_rate,did_minus_decoy_support,did_label_adjusted_minus_decoy_n_finite,did_label_adjusted_minus_decoy_mean,did_label_adjusted_minus_decoy_std,did_label_adjusted_minus_decoy_boot_mean,did_label_adjusted_minus_decoy_boot_ci_low,did_label_adjusted_minus_decoy_boot_ci_high,did_label_adjusted_minus_decoy_boot_positive_rate,did_label_adjusted_minus_decoy_support,linear_affected_coef_minus_decoy_n_finite,linear_affected_coef_minus_decoy_mean,linear_affected_coef_minus_decoy_std,linear_affected_coef_minus_decoy_boot_mean,linear_affected_coef_minus_decoy_boot_ci_low,linear_affected_coef_minus_decoy_boot_ci_high,linear_affected_coef_minus_decoy_boot_positive_rate,linear_affected_coef_minus_decoy_support
phase0_gin_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,stereo,20,12,12,-0.01901054943361354,0.10517284087812073,-0.018931267000523166,-0.07515663918162503,0.03686119842720657,0.257,unstable_or_null,12,-0.02931125877860678,0.10385623038023299,-0.029989612899692687,-0.08356796114595484,0.026887468638944822,0.1555,directional_negative,12,0.017176404605786757,0.04579781840052864,0.01721154119391065,-0.006159391663440541,0.044590721606528494,0.918,directional_positive,12,0.0087878064426648,0.10882828445228249,0.0096857391513096,-0.05034934658436136,0.06801119252075546,0.62875,unstable_or_null,12,0.0028235565687557995,0.10670620950155188,0.003310706919341392,-0.0559694508802078,0.06100396367762388,0.555,unstable_or_null,12,0.012462990017353145,0.0245084008560408,0.012460719587874399,-0.0019697573112230434,0.024967685467568522,0.9625,directional_positive
phase0_tf_confirm_top_len158_extra,clintox_tox,exact,1,4,4,-0.022303882431622388,0.03958599358158811,-0.022093615333930436,-0.0618946026914808,-0.0015910443247241135,0.0,directional_negative,4,-0.024396557927612677,0.04347785294979182,-0.024992547162223534,-0.0678906380825748,-0.0012048160326377157,0.0045,directional_negative,4,-0.0002070396924985507,0.0015018435846725338,-0.0002238026602773388,-0.0017476890368341297,0.0009101737187372713,0.39675,unstable_or_null,4,0.00170797364074079,0.013163078031221454,0.0016783755043206477,-0.010072923939236823,0.01316715136225171,0.63525,unstable_or_null,4,0.0021189521902646676,0.01369214766558489,0.0022377747274055,-0.010527117140318232,0.014516999822232736,0.64275,unstable_or_null,4,0.0009870031719091815,0.005636451010720885,0.0009469897073159185,-0.004448912691086403,0.005579422868994675,0.637,unstable_or_null
phase0_tf_confirm_top_len158_extra,hiv,random,20,4,4,-0.05604506044863933,0.0817847680828615,-0.05543977438296691,-0.13306451851700843,-0.0033865045496582888,0.0,directional_negative,4,0.002142298137075168,0.04650528940307909,0.0019374648866016821,-0.0421677636551243,0.03292111776591586,0.57375,unstable_or_null,4,-0.0015548052823391861,0.04153342358478095,-0.0014620638039824102,-0.040398253988445695,0.025661840932698438,0.43725,unstable_or_null,4,0.004449127460995572,0.10553190096787264,0.0038186113595092483,-0.08335767584584151,0.09225593076783266,0.5355,unstable_or_null,4,0.0013814228739406024,0.031740568721478735,0.0013245377936669757,-0.024334947488715383,0.030377725492215617,0.54525,unstable_or_null,4,0.0050637431230745045,0.029040012394087003,0.0052086310918270816,-0.02281472029933869,0.029967658515336823,0.647,unstable_or_null
phase0_tf_confirm_top_len158_extra,tox21_mmp,exact,1,12,12,-0.015740899635100402,0.10774502953315335,-0.015559012857181897,-0.07391997346062307,0.04457086186439591,0.2965,unstable_or_null,12,-0.020032365628410067,0.07262134200852803,-0.020182823659173576,-0.06034829315751343,0.01786931064600169,0.15975,directional_negative,12,0.0038850277185887828,0.03300232307168165,0.0036456331379395184,-0.014511490200478483,0.02029849170508718,0.6685,unstable_or_null,12,-0.018949757286557505,0.08638501318072621,-0.01847651531948107,-0.06410429565973738,0.027896725177137906,0.22825,unstable_or_null,12,0.00039000393752874896,0.05339216236294306,0.0005395384310166736,-0.02895158526746622,0.0272428185621346,0.525,unstable_or_null,12,0.0008437532657455966,0.03287820353473794,0.0007060280962334535,-0.01786309621872817,0.018166646911714386,0.53425,unstable_or_null
phase0_tf_mmp_stereo_changed_aff128_d20,tox21_mmp,stereo,20,12,12,0.00048461897116121544,0.037795982658504784,0.0005778344726826235,-0.01885201613723985,0.02120796676510225,0.503,unstable_or_null,12,0.0033627970962207035,0.02563178682811112,0.0035536187735394228,-0.009849985081881037,0.018819358971020498,0.673,unstable_or_null,12,-0.010645794907777778,0.028700299021185805,-0.01061707192723994,-0.02583055426885523,0.005252049756776346,0.09625,directional_negative,12,0.002386620254977229,0.04147323309589257,0.0024373215369549134,-0.018937305963473233,0.02602144099656202,0.572,unstable_or_null,12,0.00016228737645250396,0.039504808408567134,0.00047784202251585596,-0.020615458810880165,0.02171670409796459,0.51475,unstable_or_null,12,-0.0010072581194668882,0.041681431266361396,-0.001199346125600655,-0.02331956730110877,0.021937333694712294,0.45,unstable_or_null
phase0_gru_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,random,20,12,12,-0.014975862592856175,0.048267213782939966,-0.01495092510355826,-0.04339727279647673,0.0009477684253928076,0.078,directional_negative,12,-0.014213267356867095,0.06409835846155874,-0.013980778219139395,-0.0530719621565061,0.009613385758639183,0.3015,unstable_or_null,12,-0.004713985980520626,0.029143515548812973,-0.004758485533261622,-0.022669483712510086,0.006920685898817902,0.33975,unstable_or_null,12,-0.002974445370467696,0.006762797482575965,-0.00303790685266146,-0.006681893256661299,0.000626522596465697,0.05375,directional_negative,12,-0.00141704930439403,0.010729501822853243,-0.0014322090769822676,-0.007585603345014619,0.004201581728859767,0.3305,unstable_or_null,12,-0.00020914909544700452,0.005883314397750059,-0.00022076651173357918,-0.0035686492615983356,0.002842212414906042,0.45475,unstable_or_null
phase0_tf_mmp_aff128_isolated,tox21_mmp,exact,1,12,12,-0.045927764657567226,0.04686032687368374,-0.04580716226283742,-0.07286515494136901,-0.024132157757252384,0.0,directional_negative,12,-0.021377390523729042,0.036015235877592804,-0.02148178579706358,-0.041157750814047774,-0.001293910605023792,0.018,directional_negative,12,-0.011883669433838652,0.027635530670366174,-0.011762285439411197,-0.026341602674537817,0.0032446620786426156,0.064,directional_negative,12,-0.006142125815354328,0.058423657110777155,-0.005886723605855294,-0.03919412040293072,0.021650497900686336,0.3805,unstable_or_null,12,-0.0024709288570948554,0.04011093696380163,-0.0023596643591716183,-0.023271414413958445,0.019647932258167813,0.41325,unstable_or_null,12,-0.001963894042821892,0.029761680272478424,-0.0019288883932550719,-0.01748476712685607,0.015571734567633758,0.39125,unstable_or_null
phase0_tf_aff128_probe,tox21_mmp,exact,1,12,12,0.0009789313321315008,0.04084582564973582,0.0009289805280820631,-0.02156390264141376,0.022757761319615242,0.536,unstable_or_null,12,0.0036584181400296685,0.039868510687390675,0.0034826583547423614,-0.016806911954094134,0.025506098988283175,0.61025,unstable_or_null,12,0.0024958601372318933,0.02698806706272265,0.002547781123584093,-0.0098682162210722,0.018877862380237066,0.6025,unstable_or_null,12,-0.0006897094191196295,0.036530905575713674,-0.000515807916401474,-0.01977540659711698,0.01949365468858833,0.477,unstable_or_null,12,-0.002914914772090232,0.039108350692860394,-0.0029089989176944416,-0.02508798929030276,0.01732804189594901,0.3995,unstable_or_null,12,-0.003323694946156804,0.03153815789214836,-0.0033091621312803642,-0.0219715984469469,0.012987337732956161,0.36625,unstable_or_null
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain02,bbbp,exact,20,12,12,-0.0003515330122823039,0.027243093340979397,-0.00014377934279573474,-0.015582411948068638,0.014273108001517477,0.499,unstable_or_null,12,0.005560851260406739,0.028248827734979887,0.005688213218760863,-0.01025091268031214,0.01978301865126761,0.77125,unstable_or_null,12,-0.001167945092848069,0.01665742550387715,-0.0013516416377167392,-0.010934704775508761,0.0070169897514918336,0.40975,unstable_or_null,12,-0.015729379432454508,0.026019278835688282,-0.015800696093185553,-0.030957771386984814,-0.0023440666853268796,0.0085,directional_negative,12,-0.003907522877657513,0.03907822048036678,-0.00383313554127715,-0.026437893588635873,0.015531529448120309,0.37675,unstable_or_null,12,-0.0013653938836818674,0.022208875120245858,-0.0015398602867082091,-0.014453572550403802,0.009719053935637684,0.4175,unstable_or_null
phase0_gru_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,stereo,20,12,12,-0.012145102798225524,0.04987853255180598,-0.011784751838579712,-0.0418921077063357,0.003831490327022861,0.35575,unstable_or_null,12,-0.016890042984563786,0.06167341003395975,-0.016699486142095103,-0.05361959356836171,0.003692818136913967,0.23275,unstable_or_null,12,-0.007029298330588178,0.02532366686121997,-0.006810372155985373,-0.022277037845522162,0.0018123852899703508,0.20225,unstable_or_null,12,-0.00014368557583704466,0.0040430706182424505,-0.0001562378005489045,-0.0022211313586604775,0.002108971047082017,0.43925,unstable_or_null,12,-0.004093824932090724,0.005509203709466307,-0.004068033032930525,-0.0067620319700183226,-0.0007578295237669706,0.0105,directional_negative,12,-0.0025244614455145545,0.006727761773097552,-0.002511999933958899,-0.0060618043399827135,0.0010778690737188353,0.075,directional_negative
phase0_tf_confirm_top_len158_extra,hiv,parent,5,4,4,0.056807625865777256,0.2351828234734235,0.05714995915256831,-0.12842602417491406,0.24333691441733757,0.724,unstable_or_null,4,0.00643213849390752,0.06313125675940429,0.006138734089303162,-0.04365721192678782,0.05652148891460286,0.58,unstable_or_null,4,-0.004996730427419077,0.05241960196442214,-0.005046707184209891,-0.0450845065016198,0.04483130572484895,0.384,unstable_or_null,4,0.0668353761609353,0.27727975685992023,0.06922440390433543,-0.11981340529711867,0.32802087892299675,0.6965,unstable_or_null,4,-0.0052369227827165415,0.07066469196387291,-0.005166835696512658,-0.06342871420467448,0.0620949698705326,0.3755,unstable_or_null,4,-0.008673998836777864,0.05830382360020951,-0.00845117854736073,-0.05587603463858532,0.04602489291339654,0.34775,unstable_or_null
phase0_tf_confirm_top_len158_extra,bbbp,stereo,5,12,12,0.004880446781559539,0.024869793932060322,0.004918120077036191,-0.008479941328528398,0.018153594783056875,0.75975,unstable_or_null,12,-0.0051684350870694505,0.02198751688838004,-0.005313376945172564,-0.016825961259846846,0.0062773473965975525,0.19075,directional_negative,12,0.0057398380974531425,0.016360720016685794,0.0057712065750447185,-0.0031105329722626337,0.014009640861211472,0.899,directional_positive,12,0.0019308227264749195,0.03894447405030908,0.0019421597231467735,-0.020039783595462466,0.02120389651035242,0.58825,unstable_or_null,12,-0.005276472486484554,0.03189366351328603,-0.005453338340258342,-0.021994305467677028,0.012317880611317814,0.27075,unstable_or_null,12,-0.0018947097930813745,0.032005053412693094,-0.001787894393032585,-0.018262316899795017,0.016799765896590678,0.41225,unstable_or_null
phase0_tf_confirm_top_len158_extra,clintox_fda,stereo,1,4,4,-0.003999149758344762,0.004144347956734206,-0.004073126646434427,-0.007445284272098965,-0.0005530152445905579,0.0,directional_negative,4,-0.004731971668108968,0.006283203578685034,-0.004775449201904381,-0.009978976403387609,0.0005150330671696721,0.05775,directional_negative,4,-0.00257953441338879,0.006242012881423682,-0.0025460867813089046,-0.008177443718567157,0.0023794860167479226,0.16475,directional_negative,4,-0.003788295695181544,0.003574877833242444,-0.003812142381480838,-0.0067872031189514966,-0.0007893882714115913,0.0,directional_negative,4,-0.005558054765943286,0.005391441374296726,-0.005564931302782031,-0.009998329173142827,-0.0011177803587437457,0.0,directional_negative,4,-0.0037216062348143022,0.004653425717321011,-0.0037170595980887153,-0.00763178985849404,-0.0002113137580358193,0.00425,directional_negative
phase0_tf_confirm_top_len158_extra,bbbp,parent,5,4,4,-0.0020468320048946387,0.053216524371366744,-0.0027932221389778958,-0.038853071973842045,0.047203768085247635,0.4075,unstable_or_null,4,-0.012332332081040525,0.03990816601781756,-0.012613874539460716,-0.04082019612999924,0.023789990796527116,0.2525,unstable_or_null,4,-0.005192135444931043,0.0357702442149452,-0.005172800819466803,-0.03331328056968052,0.023295014856909022,0.35775,unstable_or_null,4,-0.008670893039587624,0.025928412821663745,-0.008012472354376228,-0.03229544962502717,0.011842456224050172,0.22625,unstable_or_null,4,-0.006812121995591132,0.03581787599895251,-0.006919052418929161,-0.03632947134169853,0.02270522735051627,0.3205,unstable_or_null,4,-0.005328666412406998,0.031426635703939124,-0.005153374888802777,-0.03128646936603313,0.020629136541219138,0.3225,unstable_or_null
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain25,bbbp,exact,20,12,12,-0.00310267836957528,0.039108764502068606,-0.0029639568221589197,-0.025160751027557524,0.01624486412541177,0.414,unstable_or_null,12,0.013056999562902677,0.07051372522654999,0.013279060627483737,-0.02658902307897621,0.050830798509455495,0.74475,unstable_or_null,12,0.010052653503723691,0.04458592074220607,0.010026159568061634,-0.01279713195868556,0.03461205357417234,0.785,unstable_or_null,12,-0.0009066657936457799,0.039738990517236464,-0.0008898561252648918,-0.02252050772770448,0.020144412025003038,0.4725,unstable_or_null,12,-0.008278748179299434,0.0672389804444721,-0.00782611172836959,-0.04519058499798554,0.02747598667714926,0.33425,unstable_or_null,12,0.0234262655235065,0.05812621723105408,0.0234731322961649,-0.00917575316772706,0.05540746597194547,0.92275,directional_positive
phase0_tf_confirm_top_len158_extra,sider_gastro,random,1,12,12,0.006128932224172891,0.011233504111606344,0.006095722482313896,0.0011206469029590167,0.012922472451069771,0.9975,ci_positive,12,0.006030061715399181,0.011224610550225405,0.005957769510186448,0.000986441445205503,0.01268236879950662,0.995,ci_positive,12,0.005192240095578,0.007264859560505219,0.005173996416912571,0.001581649142492847,0.009227879716988635,1.0,ci_positive,12,-0.009443587900744432,0.03833057058707747,-0.009333195802782916,-0.03298669523298143,0.007557830400769547,0.2075,unstable_or_null,12,-0.009530124055497772,0.038382725891301796,-0.00987434530963513,-0.033981288198157746,0.0069977224244503955,0.1895,directional_negative,12,-0.012394677219964198,0.039286866793916846,-0.012248437087951593,-0.03720314363011892,0.003949600740357405,0.11975,directional_negative
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain02,bbbp,stereo,20,12,12,-0.009405395121830126,0.02747769903261889,-0.009528807619620213,-0.024041375994907483,0.005291834939226221,0.1035,directional_negative,12,-0.0012301980662298422,0.032713974369336526,-0.001491408428016575,-0.01979186430568488,0.015278186265969695,0.4525,unstable_or_null,12,-0.012949073715248394,0.03008918857562578,-0.012834545915257685,-0.029329389324510142,0.001963758633179114,0.05025,directional_negative,12,-0.02478324154200233,0.03164953485441149,-0.02471657829624943,-0.041412060188989776,-0.008358903500164824,0.00375,directional_negative,12,-0.010698572204294094,0.04350950278010176,-0.01039858832289138,-0.03411451300102955,0.011807655709603834,0.18525,directional_negative,12,-0.013146522506082193,0.02642635640610126,-0.013273613699051333,-0.029293321723517455,-0.0005273318677704405,0.019,directional_negative
phase0_tf_confirm_top_len158_extra,sider_gastro,tautomer,5,4,4,-0.0014995322082909327,0.026166924476986812,-0.0018737576904649894,-0.024612589849691828,0.017553387940131848,0.481,unstable_or_null,4,-0.0014027655431434402,0.026274419809776576,-0.0011053825795747914,-0.024538593780724458,0.017766069684010878,0.4965,unstable_or_null,4,-0.0020837297226688686,0.026389572241643837,-0.0021746835247739,-0.030050162951281705,0.017076412582309436,0.43875,unstable_or_null,4,-0.011125227490118034,0.04054241965954608,-0.010988181127727327,-0.049950281365776804,0.014331756774343464,0.314,unstable_or_null,4,-0.010982493819539899,0.040541434835363765,-0.010837170697472599,-0.04971276561405537,0.014544506207017244,0.3145,unstable_or_null,4,-0.00800191216669682,0.03506153077071857,-0.008133480841199685,-0.04078379854694546,0.014845681307661403,0.31775,unstable_or_null
phase0_tf_confirm_top_len158_extra,tox21_mmp,random,5,4,4,-0.04840364200503541,0.11544843470938512,-0.04717630706941919,-0.14210203709620192,0.04529475308613109,0.19125,directional_negative,4,-0.008207242125275545,0.057533442660342306,-0.00798771660042006,-0.055317343975414456,0.036368922034019854,0.393,unstable_or_null,4,0.004033184656591145,0.012929246157325805,0.004306795482232697,-0.006699119439520083,0.013792478026927096,0.8245,directional_positive,4,-0.03978840150271675,0.11396881849004088,-0.04031190141860366,-0.13425364039575816,0.054676837390324674,0.2285,unstable_or_null,4,-0.011443070278772349,0.048395155266789995,-0.011491589378537573,-0.05982573185702636,0.018328142468638894,0.3155,unstable_or_null,4,0.004653324430867499,0.010217657882950457,0.004611021429396758,-0.0038562779216033526,0.013162926783338351,0.86,directional_positive
phase0_gin_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,random,20,12,12,-0.030720677787741398,0.11824105346716858,-0.030012071528862,-0.09354817497551096,0.031909409890975064,0.175,directional_negative,12,-0.04510081069520211,0.0937031410146072,-0.04511092662021062,-0.09795550695049388,0.0039752752904932765,0.0395,directional_negative,12,0.005097902556277703,0.02653756275940522,0.005243663749191139,-0.008144147118017536,0.020073584015244894,0.75675,unstable_or_null,12,-0.0029223219114630702,0.09488609598231289,-0.0030347915842617607,-0.056464200040137656,0.046774361264722904,0.4695,unstable_or_null,12,-0.012965995347839524,0.10673348105017924,-0.013104665258206293,-0.07263171325011412,0.04098669884754411,0.33075,unstable_or_null,12,0.00038448796784409125,0.03250532041940328,0.00027961611673167055,-0.017781841646824212,0.016564950303595925,0.5305,unstable_or_null
phase0_tf_confirm_top_len158_extra,tox21_are,random,1,4,4,0.020161636050145783,0.02888953612709716,0.0201866253068384,0.002502444644386949,0.04785079673255004,1.0,ci_positive,4,0.01282097353512973,0.026312578464910148,0.012820526000871482,-0.005769421835685825,0.03653805645075268,0.8305,directional_positive,4,0.007921561998297837,0.01963330330563237,0.007808919800913226,-0.002060398357515818,0.027579925757319445,0.681,unstable_or_null,4,-0.008583348514870383,0.02631119953493611,-0.008453633245537863,-0.03035958963446319,0.013192892604722423,0.251,unstable_or_null,4,-0.015807989346385415,0.04553791843000114,-0.014911190095607253,-0.05326795369289443,0.015819221552829818,0.26875,unstable_or_null,4,-0.0009997007201770396,0.019601003255211327,-0.0011466325286886804,-0.01718206717303162,0.015182665732677542,0.4455,unstable_or_null
phase0_tf_aff128_probe,tox21_ahr,random,1,4,4,-0.003014674349917739,0.023036531213793683,-0.002754433966486793,-0.026240514537988435,0.0125258532576961,0.349,unstable_or_null,4,0.0011955287270587686,0.04151782813038751,0.0015071913253818059,-0.033405415594261204,0.03302673948045355,0.59075,unstable_or_null,4,0.0008002589838033616,0.027061830101419857,0.0007637648913582899,-0.02238661365530273,0.021133853535429754,0.58275,unstable_or_null,4,-0.027147362909694623,0.035137111349071534,-0.026977785262839053,-0.06132421123217994,-0.0013159315400682805,0.01925,directional_negative,4,-0.01860365311203826,0.0184749368347596,-0.018552990052305447,-0.03372781738399584,-0.0024619614165686584,0.00425,directional_negative,4,-0.010487979159681315,0.015161554123330787,-0.010503663296403168,-0.025418751071666666,0.0019064162761626181,0.036,directional_negative
phase0_gin_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,exact,20,12,12,-0.04287324646676133,0.08200339316696136,-0.04312630320518852,-0.08621607157018342,0.003294068416184603,0.03425,directional_negative,12,-0.05149018142856961,0.07990920611717969,-0.05099190215403506,-0.09202930323057933,-0.007879245368535993,0.00975,directional_negative,12,0.003903826007624888,0.03600103655180999,0.003832931181861067,-0.013466569213912632,0.025778567064906308,0.62075,unstable_or_null,12,-0.01507489059048299,0.06801095952380305,-0.014732559048772359,-0.050354966833345546,0.02247917179230935,0.21825,unstable_or_null,12,-0.01935536608120703,0.09567276577480359,-0.019189828187213546,-0.07337339352830469,0.029915405207678818,0.22825,unstable_or_null,12,-0.0008095885808087228,0.03757751709591162,-0.0007182024329251391,-0.020685350136428516,0.01934744861437369,0.47175,unstable_or_null
phase0_tf_confirm_top_len158_extra,tox21_are,stereo,5,4,4,-0.03857607247684008,0.033510878861622975,-0.038324596406665606,-0.07214789173583715,-0.020681053269296312,0.0,directional_negative,4,-0.0022675208602827316,0.04177760141964627,-0.001675560038339463,-0.034732918794123616,0.03404993655193331,0.4375,unstable_or_null,4,-0.029280035540736472,0.03213960453373529,-0.029214345458374553,-0.05500926427948832,-0.004040925090898026,0.005,directional_negative,4,-0.012203071081939227,0.06507179501415704,-0.012789992483241636,-0.06941095839272467,0.035513420247186255,0.307,unstable_or_null,4,-0.021362107518067643,0.07276545534653685,-0.020785220408553493,-0.09180821572765607,0.024793626622624375,0.301,unstable_or_null,4,-0.035255466953175704,0.05977177876673188,-0.03493781005672654,-0.09434993719593229,-0.002001745169594664,0.0,directional_negative
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain25,bbbp,random,20,12,12,-0.005640849442339437,0.03541139624421167,-0.005602063176117939,-0.02555846071813365,0.01162588457299383,0.3055,unstable_or_null,12,-0.006016754993478636,0.08712775472240548,-0.006047120162186936,-0.050030606270152156,0.042976061208969234,0.3895,unstable_or_null,12,-0.018836116731759302,0.054868361763385665,-0.01895130507490864,-0.04932280711492149,0.009677823159796857,0.10125,directional_negative,12,-0.003444836866409938,0.05683295564039292,-0.0036166933614897533,-0.03380632875335832,0.03003421099934086,0.4005,unstable_or_null,12,-0.027352502735680743,0.08518555048926842,-0.02722572727997825,-0.07594808712694294,0.01664303049300639,0.1195,directional_negative,12,-0.005462504711976489,0.056189506812591404,-0.005124398759093178,-0.03970333494485586,0.021864016436773125,0.40025,unstable_or_null
phase0_tf_confirm_top_len158_extra,bace,exact,20,4,4,-0.06291239699094565,0.10737156112698362,-0.0625552190943628,-0.1567090206335288,0.014272962500215503,0.07575,directional_negative,4,-0.056855640238624244,0.08835124365013478,-0.05635327791177464,-0.13515633739317293,0.005606248970983228,0.06075,directional_negative,4,-0.0018216209756966159,0.008763176809355629,-0.0018231466535431446,-0.009404508007482076,0.004700412802790786,0.3325,unstable_or_null,4,-0.03647104853392183,0.04385781742537304,-0.03672584399943248,-0.07123116450250451,-0.0017109325653391532,0.01675,directional_negative,4,-0.03302656401990775,0.04090459584600637,-0.0325606208063171,-0.06771970222051424,-0.0023423938126471023,0.004,directional_negative,4,-0.001778907798271133,0.04045006631598653,-0.002116439212014195,-0.037743640247485014,0.03534149547001207,0.3505,unstable_or_null
phase0_tf_confirm_top_len158_extra,tox21_mmp,stereo,20,4,4,-0.05479031821720043,0.04804552188329005,-0.05486101624328562,-0.09533360482617839,-0.014247031608222473,0.0,directional_negative,4,-0.014729269064668503,0.041039737092983156,-0.015304299696652613,-0.05162352582860967,0.01477795885652548,0.2015,unstable_or_null,4,0.003046784783590599,0.015149560128232821,0.003118148186313979,-0.009990549705828664,0.016084119273009862,0.69675,unstable_or_null,4,-0.048051357072864335,0.07731926267194415,-0.04771223520332127,-0.1144052850816068,0.018302570935878126,0.06,directional_negative,4,-0.040154744085347055,0.08221516147527422,-0.03917286822912574,-0.11899446126603741,0.030210623960921692,0.15525,directional_negative,4,-0.012872624435389059,0.046544908734393285,-0.012837877154033492,-0.0514656578110828,0.03092696531496842,0.2535,unstable_or_null
phase0_tf_confirm_top_len158_extra,clintox_fda,parent,20,4,4,-0.0014266846728894587,0.012497351769286713,-0.0013101750500389944,-0.012927118856511204,0.009872483904387884,0.36925,unstable_or_null,4,-0.0006001326531802458,0.012675790137163603,-0.0008884479043865956,-0.01192836607684197,0.01116999799920711,0.3395,unstable_or_null,4,5.985877547922541e-05,0.0068378432525940565,1.3276050789200775e-05,-0.005375188004067617,0.006737570637016771,0.5245,unstable_or_null,4,-0.0435243539758256,0.07159186511999766,-0.04464647994630769,-0.11231705257975111,0.0006846189882387214,0.04025,directional_negative,4,-0.045590335868599494,0.07097900657011856,-0.044979657452180674,-0.11182059736194849,0.0009655924019048184,0.05475,directional_negative,4,-0.03661606607511667,0.06656738746960332,-0.03705053983052706,-0.10105096486652626,0.002716805236426534,0.05575,directional_negative
