artifact,task,condition,injection_relation,dose,detector,detector_family,expected_lattice_detector,n_queries,n_clean_scanned,clean_background_hit_rate,injection_recall,incremental_hit_rate,mean_injection_match_score,changed_queries,changed_only_recall,decoy_false_positive_proxy,decoy_changed_false_positive_proxy,net_recall_over_decoy,net_changed_recall_over_decoy
phase0_tf_confirm_top_len158_extra,tox21_ahr,exact_5x,exact,5,parent,semantic_lattice,canonical,64,5000,0.015625,1.0,0.984375,5.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,tox21_ahr,exact_5x,exact,5,raw,exact_identity,canonical,64,5000,0.0,0.96875,0.96875,4.84375,0,,0.0,0.0,0.96875,
phase0_tf_confirm_top_len158_extra,tox21_ahr,exact_5x,exact,5,scaffold,scaffold,canonical,64,5000,0.421875,1.0,0.578125,5.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,tox21_ahr,exact_5x,exact,5,stereo,semantic_lattice,canonical,64,5000,0.0,1.0,1.0,5.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,tox21_ahr,exact_5x,exact,5,tautomer,semantic_lattice,canonical,64,5000,0.0,1.0,1.0,5.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,tox21_are,exact_5x,exact,5,canonical,exact_identity,canonical,64,5000,0.0,1.0,1.0,5.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,tox21_are,exact_5x,exact,5,ecfp70,ecfp_similarity,canonical,64,5000,0.03125,1.0,0.96875,1.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,tox21_are,exact_5x,exact,5,ecfp80,ecfp_similarity,canonical,64,5000,0.0,1.0,1.0,1.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,tox21_are,exact_5x,exact,5,ecfp90,ecfp_similarity,canonical,64,5000,0.0,1.0,1.0,1.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,tox21_are,exact_5x,exact,5,parent,semantic_lattice,canonical,64,5000,0.03125,1.0,0.96875,5.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,tox21_are,exact_5x,exact,5,raw,exact_identity,canonical,64,5000,0.0,0.9375,0.9375,4.6875,0,,0.0,0.0,0.9375,
phase0_tf_confirm_top_len158_extra,tox21_are,exact_5x,exact,5,scaffold,scaffold,canonical,64,5000,0.328125,1.0,0.671875,5.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,tox21_are,exact_5x,exact,5,stereo,semantic_lattice,canonical,64,5000,0.0,1.0,1.0,5.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,tox21_are,exact_5x,exact,5,tautomer,semantic_lattice,canonical,64,5000,0.015625,1.0,0.984375,5.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,tox21_mmp,exact_5x,exact,5,canonical,exact_identity,canonical,64,5000,0.0,1.0,1.0,5.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,tox21_mmp,exact_5x,exact,5,ecfp70,ecfp_similarity,canonical,64,5000,0.0625,1.0,0.9375,1.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,tox21_mmp,exact_5x,exact,5,ecfp80,ecfp_similarity,canonical,64,5000,0.046875,1.0,0.953125,1.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,tox21_mmp,exact_5x,exact,5,ecfp90,ecfp_similarity,canonical,64,5000,0.015625,1.0,0.984375,1.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,tox21_mmp,exact_5x,exact,5,parent,semantic_lattice,canonical,64,5000,0.015625,1.0,0.984375,5.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,tox21_mmp,exact_5x,exact,5,raw,exact_identity,canonical,64,5000,0.0,0.9375,0.9375,4.6875,0,,0.0,0.0,0.9375,
phase0_tf_confirm_top_len158_extra,tox21_mmp,exact_5x,exact,5,scaffold,scaffold,canonical,64,5000,0.453125,1.0,0.546875,5.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,tox21_mmp,exact_5x,exact,5,stereo,semantic_lattice,canonical,64,5000,0.015625,1.0,0.984375,5.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,tox21_mmp,exact_5x,exact,5,tautomer,semantic_lattice,canonical,64,5000,0.015625,1.0,0.984375,5.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,bace,exact_20x,exact,20,canonical,exact_identity,canonical,64,5000,0.0,1.0,1.0,20.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,bace,exact_20x,exact,20,ecfp70,ecfp_similarity,canonical,64,5000,0.0625,1.0,0.9375,1.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,bace,exact_20x,exact,20,ecfp80,ecfp_similarity,canonical,64,5000,0.03125,1.0,0.96875,1.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,bace,exact_20x,exact,20,ecfp90,ecfp_similarity,canonical,64,5000,0.0,1.0,1.0,1.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,bace,exact_20x,exact,20,parent,semantic_lattice,canonical,64,5000,0.0,1.0,1.0,20.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,bace,exact_20x,exact,20,raw,exact_identity,canonical,64,5000,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,
phase0_tf_confirm_top_len158_extra,bace,exact_20x,exact,20,scaffold,scaffold,canonical,64,5000,0.0,1.0,1.0,20.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,bace,exact_20x,exact,20,stereo,semantic_lattice,canonical,64,5000,0.0,1.0,1.0,20.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,bace,exact_20x,exact,20,tautomer,semantic_lattice,canonical,64,5000,0.0,1.0,1.0,20.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,bbbp,exact_20x,exact,20,canonical,exact_identity,canonical,64,5000,0.0,1.0,1.0,20.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,bbbp,exact_20x,exact,20,ecfp70,ecfp_similarity,canonical,64,5000,0.046875,1.0,0.953125,1.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,bbbp,exact_20x,exact,20,ecfp80,ecfp_similarity,canonical,64,5000,0.015625,1.0,0.984375,1.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,bbbp,exact_20x,exact,20,ecfp90,ecfp_similarity,canonical,64,5000,0.015625,1.0,0.984375,1.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,bbbp,exact_20x,exact,20,parent,semantic_lattice,canonical,64,5000,0.015625,1.0,0.984375,20.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,bbbp,exact_20x,exact,20,raw,exact_identity,canonical,64,5000,0.0,0.015625,0.015625,0.3125,0,,0.0,0.0,0.015625,
phase0_tf_confirm_top_len158_extra,bbbp,exact_20x,exact,20,scaffold,scaffold,canonical,64,5000,0.171875,1.0,0.828125,20.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,bbbp,exact_20x,exact,20,stereo,semantic_lattice,canonical,64,5000,0.015625,1.0,0.984375,20.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,bbbp,exact_20x,exact,20,tautomer,semantic_lattice,canonical,64,5000,0.0,1.0,1.0,20.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,clintox_fda,exact_20x,exact,20,canonical,exact_identity,canonical,64,5000,0.0,1.0,1.0,20.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,clintox_fda,exact_20x,exact,20,ecfp70,ecfp_similarity,canonical,64,5000,0.046875,1.0,0.953125,1.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,clintox_fda,exact_20x,exact,20,ecfp80,ecfp_similarity,canonical,64,5000,0.046875,1.0,0.953125,1.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,clintox_fda,exact_20x,exact,20,ecfp90,ecfp_similarity,canonical,64,5000,0.0,1.0,1.0,1.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,clintox_fda,exact_20x,exact,20,parent,semantic_lattice,canonical,64,5000,0.015625,1.0,0.984375,20.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,clintox_fda,exact_20x,exact,20,raw,exact_identity,canonical,64,5000,0.0,0.03125,0.03125,0.625,0,,0.0,0.0,0.03125,
phase0_tf_confirm_top_len158_extra,clintox_fda,exact_20x,exact,20,scaffold,scaffold,canonical,64,5000,0.3125,1.0,0.6875,20.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,clintox_fda,exact_20x,exact,20,stereo,semantic_lattice,canonical,64,5000,0.0,1.0,1.0,20.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,clintox_fda,exact_20x,exact,20,tautomer,semantic_lattice,canonical,64,5000,0.0,1.0,1.0,20.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,clintox_tox,exact_20x,exact,20,canonical,exact_identity,canonical,64,5000,0.0,1.0,1.0,20.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,clintox_tox,exact_20x,exact,20,ecfp70,ecfp_similarity,canonical,64,5000,0.046875,1.0,0.953125,1.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,clintox_tox,exact_20x,exact,20,ecfp80,ecfp_similarity,canonical,64,5000,0.046875,1.0,0.953125,1.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,clintox_tox,exact_20x,exact,20,ecfp90,ecfp_similarity,canonical,64,5000,0.0,1.0,1.0,1.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,clintox_tox,exact_20x,exact,20,parent,semantic_lattice,canonical,64,5000,0.015625,1.0,0.984375,20.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,clintox_tox,exact_20x,exact,20,raw,exact_identity,canonical,64,5000,0.0,0.03125,0.03125,0.625,0,,0.0,0.0,0.03125,
phase0_tf_confirm_top_len158_extra,clintox_tox,exact_20x,exact,20,scaffold,scaffold,canonical,64,5000,0.3125,1.0,0.6875,20.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,clintox_tox,exact_20x,exact,20,stereo,semantic_lattice,canonical,64,5000,0.0,1.0,1.0,20.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,clintox_tox,exact_20x,exact,20,tautomer,semantic_lattice,canonical,64,5000,0.0,1.0,1.0,20.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,hiv,exact_20x,exact,20,canonical,exact_identity,canonical,64,5000,0.0,1.0,1.0,20.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,hiv,exact_20x,exact,20,ecfp70,ecfp_similarity,canonical,64,5000,0.015625,1.0,0.984375,1.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,hiv,exact_20x,exact,20,ecfp80,ecfp_similarity,canonical,64,5000,0.015625,1.0,0.984375,1.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,hiv,exact_20x,exact,20,ecfp90,ecfp_similarity,canonical,64,5000,0.0,1.0,1.0,1.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,hiv,exact_20x,exact,20,parent,semantic_lattice,canonical,64,5000,0.0,1.0,1.0,20.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,hiv,exact_20x,exact,20,raw,exact_identity,canonical,64,5000,0.0,0.96875,0.96875,19.375,0,,0.0,0.0,0.96875,
phase0_tf_confirm_top_len158_extra,hiv,exact_20x,exact,20,scaffold,scaffold,canonical,64,5000,0.3125,1.0,0.6875,20.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,hiv,exact_20x,exact,20,stereo,semantic_lattice,canonical,64,5000,0.0,1.0,1.0,20.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,hiv,exact_20x,exact,20,tautomer,semantic_lattice,canonical,64,5000,0.0,1.0,1.0,20.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,sider_gastro,exact_20x,exact,20,canonical,exact_identity,canonical,64,5000,0.0,1.0,1.0,20.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,sider_gastro,exact_20x,exact,20,ecfp70,ecfp_similarity,canonical,64,5000,0.171875,1.0,0.828125,1.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,sider_gastro,exact_20x,exact,20,ecfp80,ecfp_similarity,canonical,64,5000,0.03125,1.0,0.96875,1.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,sider_gastro,exact_20x,exact,20,ecfp90,ecfp_similarity,canonical,64,5000,0.015625,1.0,0.984375,1.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,sider_gastro,exact_20x,exact,20,parent,semantic_lattice,canonical,64,5000,0.03125,1.0,0.96875,20.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,sider_gastro,exact_20x,exact,20,raw,exact_identity,canonical,64,5000,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,
phase0_tf_confirm_top_len158_extra,sider_gastro,exact_20x,exact,20,scaffold,scaffold,canonical,64,5000,0.296875,1.0,0.703125,20.0,0,,0.015625,0.015625,0.984375,
phase0_tf_confirm_top_len158_extra,sider_gastro,exact_20x,exact,20,stereo,semantic_lattice,canonical,64,5000,0.015625,1.0,0.984375,20.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,sider_gastro,exact_20x,exact,20,tautomer,semantic_lattice,canonical,64,5000,0.0,1.0,1.0,20.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,tox21_ahr,exact_20x,exact,20,canonical,exact_identity,canonical,64,5000,0.0,1.0,1.0,20.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,tox21_ahr,exact_20x,exact,20,ecfp70,ecfp_similarity,canonical,64,5000,0.015625,1.0,0.984375,1.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,tox21_ahr,exact_20x,exact,20,ecfp80,ecfp_similarity,canonical,64,5000,0.0,1.0,1.0,1.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,tox21_ahr,exact_20x,exact,20,ecfp90,ecfp_similarity,canonical,64,5000,0.0,1.0,1.0,1.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,tox21_ahr,exact_20x,exact,20,parent,semantic_lattice,canonical,64,5000,0.015625,1.0,0.984375,20.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,tox21_ahr,exact_20x,exact,20,raw,exact_identity,canonical,64,5000,0.0,0.96875,0.96875,19.375,0,,0.0,0.0,0.96875,
phase0_tf_confirm_top_len158_extra,tox21_ahr,exact_20x,exact,20,scaffold,scaffold,canonical,64,5000,0.421875,1.0,0.578125,20.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,tox21_ahr,exact_20x,exact,20,stereo,semantic_lattice,canonical,64,5000,0.0,1.0,1.0,20.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,tox21_ahr,exact_20x,exact,20,tautomer,semantic_lattice,canonical,64,5000,0.0,1.0,1.0,20.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,tox21_are,exact_20x,exact,20,canonical,exact_identity,canonical,64,5000,0.0,1.0,1.0,20.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,tox21_are,exact_20x,exact,20,ecfp70,ecfp_similarity,canonical,64,5000,0.03125,1.0,0.96875,1.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,tox21_are,exact_20x,exact,20,ecfp80,ecfp_similarity,canonical,64,5000,0.0,1.0,1.0,1.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,tox21_are,exact_20x,exact,20,ecfp90,ecfp_similarity,canonical,64,5000,0.0,1.0,1.0,1.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,tox21_are,exact_20x,exact,20,parent,semantic_lattice,canonical,64,5000,0.03125,1.0,0.96875,20.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,tox21_are,exact_20x,exact,20,raw,exact_identity,canonical,64,5000,0.0,0.9375,0.9375,18.75,0,,0.0,0.0,0.9375,
phase0_tf_confirm_top_len158_extra,tox21_are,exact_20x,exact,20,scaffold,scaffold,canonical,64,5000,0.328125,1.0,0.671875,20.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,tox21_are,exact_20x,exact,20,stereo,semantic_lattice,canonical,64,5000,0.0,1.0,1.0,20.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,tox21_are,exact_20x,exact,20,tautomer,semantic_lattice,canonical,64,5000,0.015625,1.0,0.984375,20.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,tox21_mmp,exact_20x,exact,20,canonical,exact_identity,canonical,64,5000,0.0,1.0,1.0,20.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,tox21_mmp,exact_20x,exact,20,ecfp70,ecfp_similarity,canonical,64,5000,0.0625,1.0,0.9375,1.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,tox21_mmp,exact_20x,exact,20,ecfp80,ecfp_similarity,canonical,64,5000,0.046875,1.0,0.953125,1.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,tox21_mmp,exact_20x,exact,20,ecfp90,ecfp_similarity,canonical,64,5000,0.015625,1.0,0.984375,1.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,tox21_mmp,exact_20x,exact,20,parent,semantic_lattice,canonical,64,5000,0.015625,1.0,0.984375,20.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,tox21_mmp,exact_20x,exact,20,raw,exact_identity,canonical,64,5000,0.0,0.9375,0.9375,18.75,0,,0.0,0.0,0.9375,
phase0_tf_confirm_top_len158_extra,tox21_mmp,exact_20x,exact,20,scaffold,scaffold,canonical,64,5000,0.453125,1.0,0.546875,20.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,tox21_mmp,exact_20x,exact,20,stereo,semantic_lattice,canonical,64,5000,0.015625,1.0,0.984375,20.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,tox21_mmp,exact_20x,exact,20,tautomer,semantic_lattice,canonical,64,5000,0.015625,1.0,0.984375,20.0,0,,0.0,0.0,1.0,
phase0_tf_confirm_top_len158_extra,bace,parent_1x,parent,1,canonical,exact_identity,parent,64,5000,0.0,0.34375,0.34375,0.34375,42,0.0,0.0,0.0,0.34375,0.0
phase0_tf_confirm_top_len158_extra,bace,parent_1x,parent,1,ecfp70,ecfp_similarity,parent,64,5000,0.0625,0.96875,0.90625,0.8415980521921957,42,0.9523809523809523,0.0,0.0,0.96875,0.9523809523809523
phase0_tf_confirm_top_len158_extra,bace,parent_1x,parent,1,ecfp80,ecfp_similarity,parent,64,5000,0.03125,0.46875,0.453125,0.8415980521921957,42,0.19047619047619047,0.0,0.0,0.46875,0.19047619047619047
phase0_tf_confirm_top_len158_extra,bace,parent_1x,parent,1,ecfp90,ecfp_similarity,parent,64,5000,0.0,0.34375,0.34375,0.8415980521921957,42,0.0,0.0,0.0,0.34375,0.0
phase0_tf_confirm_top_len158_extra,bace,parent_1x,parent,1,parent,semantic_lattice,parent,64,5000,0.0,1.0,1.0,1.0,42,1.0,0.0,0.0,1.0,1.0
phase0_tf_confirm_top_len158_extra,bace,parent_1x,parent,1,raw,exact_identity,parent,64,5000,0.0,0.0,0.0,0.0,42,0.0,0.0,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,bace,parent_1x,parent,1,scaffold,scaffold,parent,64,5000,0.0,0.4375,0.4375,0.4375,42,0.14285714285714285,0.0,0.0,0.4375,0.14285714285714285
phase0_tf_confirm_top_len158_extra,bace,parent_1x,parent,1,stereo,semantic_lattice,parent,64,5000,0.0,0.34375,0.34375,0.34375,42,0.0,0.0,0.0,0.34375,0.0
phase0_tf_confirm_top_len158_extra,bace,parent_1x,parent,1,tautomer,semantic_lattice,parent,64,5000,0.0,0.34375,0.34375,0.34375,42,0.0,0.0,0.0,0.34375,0.0
phase0_tf_confirm_top_len158_extra,bbbp,parent_1x,parent,1,canonical,exact_identity,parent,64,5000,0.0,0.921875,0.921875,0.921875,5,0.0,0.0,0.0,0.921875,0.0
phase0_tf_confirm_top_len158_extra,bbbp,parent_1x,parent,1,ecfp70,ecfp_similarity,parent,64,5000,0.046875,1.0,0.953125,0.9927320044741117,5,1.0,0.0,0.0,1.0,1.0
phase0_tf_confirm_top_len158_extra,bbbp,parent_1x,parent,1,ecfp80,ecfp_similarity,parent,64,5000,0.015625,1.0,0.984375,0.9927320044741117,5,1.0,0.0,0.0,1.0,1.0
phase0_tf_confirm_top_len158_extra,bbbp,parent_1x,parent,1,ecfp90,ecfp_similarity,parent,64,5000,0.015625,0.953125,0.9375,0.9927320044741117,5,0.4,0.0,0.0,0.953125,0.4
phase0_tf_confirm_top_len158_extra,bbbp,parent_1x,parent,1,parent,semantic_lattice,parent,64,5000,0.015625,1.0,0.984375,1.0,5,1.0,0.0,0.0,1.0,1.0
phase0_tf_confirm_top_len158_extra,bbbp,parent_1x,parent,1,raw,exact_identity,parent,64,5000,0.0,0.015625,0.015625,0.015625,5,0.0,0.0,0.0,0.015625,0.0
phase0_tf_confirm_top_len158_extra,bbbp,parent_1x,parent,1,scaffold,scaffold,parent,64,5000,0.171875,1.0,0.828125,1.0,5,1.0,0.0,0.0,1.0,1.0
phase0_tf_confirm_top_len158_extra,bbbp,parent_1x,parent,1,stereo,semantic_lattice,parent,64,5000,0.015625,0.921875,0.90625,0.921875,5,0.0,0.0,0.0,0.921875,0.0
phase0_tf_confirm_top_len158_extra,bbbp,parent_1x,parent,1,tautomer,semantic_lattice,parent,64,5000,0.0,0.921875,0.921875,0.921875,5,0.0,0.0,0.0,0.921875,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,parent_1x,parent,1,canonical,exact_identity,parent,64,5000,0.0,0.359375,0.359375,0.359375,41,0.0,0.0,0.0,0.359375,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,parent_1x,parent,1,ecfp70,ecfp_similarity,parent,64,5000,0.046875,0.75,0.703125,0.8244795874657588,41,0.6097560975609756,0.0,0.0,0.75,0.6097560975609756
phase0_tf_confirm_top_len158_extra,clintox_fda,parent_1x,parent,1,ecfp80,ecfp_similarity,parent,64,5000,0.046875,0.59375,0.546875,0.8244795874657588,41,0.36585365853658536,0.0,0.0,0.59375,0.36585365853658536
phase0_tf_confirm_top_len158_extra,clintox_fda,parent_1x,parent,1,ecfp90,ecfp_similarity,parent,64,5000,0.0,0.375,0.375,0.8244795874657588,41,0.024390243902439025,0.0,0.0,0.375,0.024390243902439025
phase0_tf_confirm_top_len158_extra,clintox_fda,parent_1x,parent,1,parent,semantic_lattice,parent,64,5000,0.015625,1.0,0.984375,1.0,41,1.0,0.0,0.0,1.0,1.0
phase0_tf_confirm_top_len158_extra,clintox_fda,parent_1x,parent,1,raw,exact_identity,parent,64,5000,0.0,0.03125,0.03125,0.03125,41,0.0,0.0,0.0,0.03125,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,parent_1x,parent,1,scaffold,scaffold,parent,64,5000,0.3125,0.75,0.4375,0.75,41,0.6097560975609756,0.0,0.0,0.75,0.6097560975609756
phase0_tf_confirm_top_len158_extra,clintox_fda,parent_1x,parent,1,stereo,semantic_lattice,parent,64,5000,0.0,0.359375,0.359375,0.359375,41,0.0,0.0,0.0,0.359375,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,parent_1x,parent,1,tautomer,semantic_lattice,parent,64,5000,0.0,0.359375,0.359375,0.359375,41,0.0,0.0,0.0,0.359375,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,parent_1x,parent,1,canonical,exact_identity,parent,64,5000,0.0,0.359375,0.359375,0.359375,41,0.0,0.0,0.0,0.359375,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,parent_1x,parent,1,ecfp70,ecfp_similarity,parent,64,5000,0.046875,0.75,0.703125,0.8244795874657588,41,0.6097560975609756,0.0,0.0,0.75,0.6097560975609756
phase0_tf_confirm_top_len158_extra,clintox_tox,parent_1x,parent,1,ecfp80,ecfp_similarity,parent,64,5000,0.046875,0.59375,0.546875,0.8244795874657588,41,0.36585365853658536,0.0,0.0,0.59375,0.36585365853658536
phase0_tf_confirm_top_len158_extra,clintox_tox,parent_1x,parent,1,ecfp90,ecfp_similarity,parent,64,5000,0.0,0.375,0.375,0.8244795874657588,41,0.024390243902439025,0.0,0.0,0.375,0.024390243902439025
phase0_tf_confirm_top_len158_extra,clintox_tox,parent_1x,parent,1,parent,semantic_lattice,parent,64,5000,0.015625,1.0,0.984375,1.0,41,1.0,0.0,0.0,1.0,1.0
phase0_tf_confirm_top_len158_extra,clintox_tox,parent_1x,parent,1,raw,exact_identity,parent,64,5000,0.0,0.03125,0.03125,0.03125,41,0.0,0.0,0.0,0.03125,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,parent_1x,parent,1,scaffold,scaffold,parent,64,5000,0.3125,0.75,0.4375,0.75,41,0.6097560975609756,0.0,0.0,0.75,0.6097560975609756
phase0_tf_confirm_top_len158_extra,clintox_tox,parent_1x,parent,1,stereo,semantic_lattice,parent,64,5000,0.0,0.359375,0.359375,0.359375,41,0.0,0.0,0.0,0.359375,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,parent_1x,parent,1,tautomer,semantic_lattice,parent,64,5000,0.0,0.359375,0.359375,0.359375,41,0.0,0.0,0.0,0.359375,0.0
phase0_tf_confirm_top_len158_extra,hiv,parent_1x,parent,1,canonical,exact_identity,parent,64,5000,0.0,0.875,0.875,0.875,8,0.0,0.0,0.0,0.875,0.0
phase0_tf_confirm_top_len158_extra,hiv,parent_1x,parent,1,ecfp70,ecfp_similarity,parent,64,5000,0.015625,1.0,0.984375,0.9895847264439079,8,1.0,0.0,0.0,1.0,1.0
phase0_tf_confirm_top_len158_extra,hiv,parent_1x,parent,1,ecfp80,ecfp_similarity,parent,64,5000,0.015625,0.984375,0.96875,0.9895847264439079,8,0.875,0.0,0.0,0.984375,0.875
phase0_tf_confirm_top_len158_extra,hiv,parent_1x,parent,1,ecfp90,ecfp_similarity,parent,64,5000,0.0,0.953125,0.953125,0.9895847264439079,8,0.625,0.0,0.0,0.953125,0.625
phase0_tf_confirm_top_len158_extra,hiv,parent_1x,parent,1,parent,semantic_lattice,parent,64,5000,0.0,1.0,1.0,1.0,8,1.0,0.0,0.0,1.0,1.0
phase0_tf_confirm_top_len158_extra,hiv,parent_1x,parent,1,raw,exact_identity,parent,64,5000,0.0,0.859375,0.859375,0.859375,8,0.0,0.0,0.0,0.859375,0.0
phase0_tf_confirm_top_len158_extra,hiv,parent_1x,parent,1,scaffold,scaffold,parent,64,5000,0.3125,1.0,0.6875,1.0,8,1.0,0.0,0.0,1.0,1.0
