artifact,task,condition,relation,dose,seed,n_test,n_affected,n_control,affected_delta_mean,control_delta_mean,did,affected_win_rate,control_win_rate,linear_affected_coef,did_label_adjusted,did_label_equal,n_labels_adjusted
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,exact_20x,exact,20,491,204,82,122,-0.06262453050329918,-0.061737957944879775,-0.0008865725584194031,0.2804878048780488,0.21311475409836064,-0.011700896125420468,-0.026575500493165708,-0.03556900027856626,2
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,exact_20x,exact,20,509,204,82,122,0.04073257240035186,0.013481861133067345,0.02725071126728451,0.4024390243902439,0.4180327868852459,0.06077362029183231,0.031447713605437244,0.025574710665851846,2
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,exact_20x,exact,20,541,204,82,122,0.15547892510345795,0.021146235743262735,0.1343326893601952,0.7560975609756098,0.7540983606557377,0.050827860285804216,0.09814866563733404,0.1128450641860113,2
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,exact_20x,exact,20,563,204,82,122,0.01830011824282204,-0.007413277494125682,0.02571339573694772,0.5609756097560976,0.5245901639344263,0.012484879105916294,0.03431708323552444,0.04019049620497366,2
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,exact_20x,exact,20,601,204,82,122,-0.025337153636827713,0.015125062866289105,-0.04046221650311682,0.5365853658536586,0.8688524590163934,0.010651827022604032,0.004405124015219541,0.0026774589551006017,2
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,exact_20x,exact,20,631,204,82,122,-0.05909929565358454,-0.01128431536318338,-0.047814980290401154,0.2804878048780488,0.32786885245901637,-0.01058231986615163,-0.055635410304892344,-0.06215355891239589,2
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,exact_20x,exact,20,653,204,82,122,-0.004555630429488858,-0.015955180418295932,0.011399549988807073,0.4634146341463415,0.19672131147540983,-0.0060703017595093375,-0.008817978076642323,-0.009183936687138081,2
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,exact_20x,exact,20,677,204,82,122,-0.026896505911902693,-0.005206916053764149,-0.021689589858138545,0.2926829268292683,0.5081967213114754,-0.018700449356369716,-0.01573284714312707,-0.015956190372063386,2
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,exact_20x,exact,20,701,204,82,122,0.04211878126896009,-0.0016007991660325327,0.043719580434992626,0.6097560975609756,0.5409836065573771,0.04619024894199336,0.09262822723224023,0.10229823298700443,2
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,exact_20x,exact,20,733,204,82,122,0.03740597116511043,-0.011672247964583455,0.04907821912969389,0.7439024390243902,0.5409836065573771,0.007655586390504454,-0.015360510159154465,-0.020243625336387933,2
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,exact_20x,exact,20,757,204,82,122,0.018513046205043796,-0.006947830075123271,0.025460876280167067,0.7073170731707317,0.3770491803278688,0.019315276967358234,0.028563639480849154,0.030528559147042396,2
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,exact_20x,exact,20,787,204,82,122,0.01313849602167199,-0.022434364790554915,0.03557286081222691,0.4634146341463415,0.21311475409836064,-0.017822162543028864,-0.028510015633395,-0.03130836543753446,2
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,exact_20x,exact,20,811,204,82,122,-0.008535582458645828,0.004266971630639719,-0.012802554089285547,0.4268292682926829,0.3360655737704918,-0.05189572890627972,0.0410230305845693,0.05133107725699686,2
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,exact_20x,exact,20,839,204,82,122,-0.0024744616594256463,-0.01900376110780435,0.016529299448378703,0.3780487804878049,0.21311475409836064,-0.010067401821896721,-0.03192933561543316,-0.036240927950910565,2
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,exact_20x,exact,20,863,204,82,122,-0.055985792744450445,-0.006564570987810864,-0.04942122175663958,0.4634146341463415,0.319672131147541,0.004158720361009727,-0.04786677317692451,-0.058258058746639495,2
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,exact_20x,exact,20,887,204,82,122,-0.013725871856256237,0.020729494693337895,-0.034455366549594135,0.4634146341463415,0.6885245901639344,0.0017676954402569,-0.012756459698554594,-0.014830439331514927,2
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,random_20x,random,20,307,204,82,122,0.016795353736819292,0.008175818157977738,0.008619535578841554,0.7317073170731707,0.5327868852459017,-0.002453659200182368,-0.013096269079692606,-0.01599407860515483,2
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,random_20x,random,20,331,204,82,122,-0.04403236290303671,-0.008828658671652686,-0.035203704231384025,0.4268292682926829,0.36885245901639346,-0.012905304837636578,-0.0545269215984734,-0.06537310525392565,2
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,random_20x,random,20,353,204,82,122,-0.13394877141932163,0.027185228210492206,-0.16113399962981384,0.3780487804878049,0.5737704918032787,-0.09134013949210941,-0.10117382151869742,-0.10206368784713854,2
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,random_20x,random,20,379,204,82,122,0.023163899597598275,-0.01061305709061076,0.033776956688209035,0.4634146341463415,0.14754098360655737,-0.0075622063921542415,0.017119651168849153,0.023023917822158638,2
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,random_20x,random,20,401,204,82,122,0.01569072179859732,0.009083071219750124,0.006607650578847197,0.6585365853658537,0.8032786885245902,0.04586657357222723,0.12246176704842836,0.14031458148252757,2
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,random_20x,random,20,421,204,82,122,0.012461073605752581,-0.010738566426224396,0.023199640031976977,0.6585365853658537,0.5655737704918032,0.0303022512703434,0.03427319971711016,0.03591586885510564,2
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,random_20x,random,20,443,204,82,122,0.07165101043334822,0.032691996483529204,0.038959013949819016,0.6707317073170732,0.9016393442622951,0.01769192198282732,0.09531585910995626,0.11391631388559291,2
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,random_20x,random,20,467,204,82,122,-0.0351514080312194,-0.04107901702833469,0.005927608997115294,0.36585365853658536,0.18032786885245902,0.020137853524999194,0.023505035030992136,0.013252175375163211,2
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,random_20x,random,20,491,204,82,122,-0.05956064096492966,-0.07412848160525815,0.014567840640328483,0.2682926829268293,0.20491803278688525,-0.014985878927872287,-0.0390929441977532,-0.05033277994138222,2
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,random_20x,random,20,509,204,82,122,0.025095465842907023,0.053016583847462155,-0.027921118004555132,0.34146341463414637,0.30327868852459017,-0.04034740071268997,-0.12140165846547046,-0.13800977724974248,2
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,random_20x,random,20,541,204,82,122,0.04536845898482858,-0.002865162479584336,0.048233621464412915,0.6707317073170732,0.47540983606557374,0.01973717178237383,0.03115100557423704,0.03431218579389132,2
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,random_20x,random,20,563,204,82,122,0.11986829794761611,0.00263943512481256,0.11722886282280355,0.6829268292682927,0.6639344262295082,0.0482978636151884,0.1088123321825747,0.12251589614747956,2
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,stereo_20x,stereo,20,307,204,82,122,-0.0009435994050851672,-0.008214777732481726,0.007271178327396558,0.5,0.3770491803278688,0.016590893514704948,0.01294202543657442,0.011868313387333298,2
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,stereo_20x,stereo,20,331,204,82,122,-0.012718066936585951,0.0012948607079318276,-0.014012927644517779,0.4634146341463415,0.47540983606557374,-0.005797372659338149,-0.014975963390300814,-0.01751170497679527,2
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,stereo_20x,stereo,20,353,204,82,122,0.05273269784704941,-0.00031017716668669594,0.053042875013736106,0.7682926829268293,0.6475409836065574,0.010196280154374612,0.016571222829267002,0.017406072485108934,2
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,stereo_20x,stereo,20,379,204,82,122,-0.029393580810325903,-0.016285744968984953,-0.01310783584134095,0.36585365853658536,0.12295081967213115,-0.006749740659359932,-0.03084649227928515,-0.03740835021098161,2
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,stereo_20x,stereo,20,401,204,82,122,0.01719315890677092,0.027673397625445354,-0.010480238718674435,0.6097560975609756,0.860655737704918,-0.006593650471945323,0.08747856993763722,0.11094515079600872,2
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,stereo_20x,stereo,20,421,204,82,122,-0.06814798730902555,-0.04280935633988654,-0.025338630969139006,0.23170731707317074,0.20491803278688525,-0.0025908663530790355,0.05350298150831452,0.0632021914288369,2
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,stereo_20x,stereo,20,443,204,82,122,0.03583632046129645,0.004646884124787129,0.03118943633650932,0.5365853658536586,0.7131147540983607,0.0015253099264679326,0.04449292752514567,0.05462408310731446,2
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,stereo_20x,stereo,20,467,204,82,122,-0.05302104090408581,-0.032589383438595985,-0.020431657465489826,0.2682926829268293,0.22950819672131148,-0.01368295718939877,0.009685798646250273,0.0073667739441202786,2
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,stereo_20x,stereo,20,491,204,82,122,-0.0205149380263032,-0.04134577918858802,0.02083084116228482,0.4024390243902439,0.2540983606557377,0.028680751896893064,0.05249924570423909,0.05431875695710643,2
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,stereo_20x,stereo,20,509,204,82,122,0.04838915459993409,0.041652382885823486,0.0067367717141106065,0.4634146341463415,0.48360655737704916,0.01557340244477666,-0.07979346433460316,-0.0996404331355449,2
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,stereo_20x,stereo,20,541,204,82,122,0.04810838019702493,0.015542274737944367,0.03256610545908056,0.6951219512195121,0.7540983606557377,0.01707095145645493,0.04776072640630023,0.056232730544536064,2
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,stereo_20x,stereo,20,563,204,82,122,0.10326675689075052,0.0189924032778525,0.08427435361289802,0.7317073170731707,0.7213114754098361,0.024689899188315823,0.07300161118553751,0.0863576150417161,2
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,stereo_20x,stereo,20,601,204,82,122,-0.012282064956862758,0.006676856367314445,-0.018958921324177203,0.4634146341463415,0.819672131147541,0.010873150515502278,0.006656555702575314,0.005196295389379293,2
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,stereo_20x,stereo,20,631,204,82,122,-0.0787714712049176,-0.005855762979901237,-0.07291570822501636,0.2682926829268293,0.32786885245901637,-0.026816599858287438,-0.08008652836936528,-0.08788183473354169,2
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,stereo_20x,stereo,20,653,204,82,122,0.014818117022514338,-0.0026037416375074133,0.01742185866002175,0.6219512195121951,0.4016393442622951,-0.01099430506789234,-0.011696827637151476,-0.011588536767243819,2
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,stereo_20x,stereo,20,677,204,82,122,-0.005482601955896477,-0.006091732043223301,0.000609130087326824,0.43902439024390244,0.27049180327868855,-7.638111915760082e-05,-0.004665908051953453,-0.006064608705835447,2
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,stereo_20x,stereo,20,701,204,82,122,0.011721961063946164,0.00476467952926139,0.006957281534684774,0.45121951219512196,0.5655737704918032,0.014169524807482736,0.0038416863498962855,2.3534843520675586e-05,2
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,stereo_20x,stereo,20,733,204,82,122,0.05063291748122471,0.036688711417869474,0.013944206063355238,0.7195121951219512,0.8442622950819673,-0.05169895950054082,-0.007181028546028913,0.0021581085880599538,2
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,stereo_20x,stereo,20,757,204,82,122,0.049094527414659174,0.027788766888809994,0.02130576052584918,0.5853658536585366,0.8934426229508197,0.00764505616053468,0.09339495971991629,0.11166473316161432,2
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,stereo_20x,stereo,20,787,204,82,122,0.008988186399020798,0.005521489933255263,0.0034666964657655347,0.43902439024390244,0.36885245901639346,-0.0037839321377655943,-0.03515062148869313,-0.04211551743533351,2
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,stereo_20x,stereo,20,811,204,82,122,0.01994682705347858,-0.018777286053680987,0.03872411310715956,0.6097560975609756,0.28688524590163933,0.08582609147679393,0.1714541437930351,0.1839359206567261,2
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,stereo_20x,stereo,20,839,204,82,122,0.010293517806907975,0.005732438664455881,0.0045610791424520935,0.47560975609756095,0.5983606557377049,-0.014334397428092987,-0.008498470689234096,-0.00691460665165892,2
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,stereo_20x,stereo,20,863,204,82,122,-0.01988297319266854,-0.001440783382439228,-0.018442189810229312,0.2682926829268293,0.4672131147540984,-0.017307369916571072,-0.026343178141694186,-0.028151397146904938,2
phase0_tf_bbbp_stereo_changed_aff82_d20_lowtrain05,bbbp,stereo_20x,stereo,20,887,204,82,122,-0.041885776899573283,0.08137125715796577,-0.12325703405753904,0.4024390243902439,0.7459016393442623,-0.10404253142655011,-0.1294284863986009,-0.13175438763258496,2
