artifact,task,injection_relation,dose,repeat_seed,method,method_group,source_type,literature_anchor,is_proposed,relation_typed,certificate_ready,minhash_size,n_queries,n_clean_scanned,changed_queries,clean_background_hit_rate,injection_recall,changed_only_recall,background_adjusted_changed_recall,decoy_false_positive_proxy,net_changed_recall_over_decoy,background_and_decoy_adjusted_changed_recall
phase0_tf_confirm_top_len158_extra,tox21_are,parent,20,107,datasail_similarity_cluster,recent_same_task,adapted_rerun,DataSAIL-style leakage-aware split control,False,False,False,,64,1000,2,0.3125,1.0,1.0,0.6875,0.0,1.0,0.6875
phase0_tf_confirm_top_len158_extra,tox21_are,parent,20,107,inchikey_connectivity_identity,direct_mechanism,self_rerun,standard InChIKey connectivity,False,False,False,,64,1000,2,0.0,1.0,1.0,1.0,0.0,1.0,1.0
phase0_tf_confirm_top_len158_extra,tox21_are,parent,20,107,inchikey_full_identity,direct_mechanism,self_rerun,standard InChIKey identity,False,False,False,,64,1000,2,0.0,0.96875,0.0,0.0,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,tox21_are,parent,20,107,lohi_high_similarity_split,recent_same_task,adapted_rerun,LoHi-style high-similarity split stress,False,False,False,,64,1000,2,0.03125,1.0,1.0,0.96875,0.0,1.0,0.96875
phase0_tf_confirm_top_len158_extra,tox21_are,parent,20,107,morgan_ecfp80,recent_same_task,self_rerun,cheminformatics nearest-neighbor baseline,False,False,False,,64,1000,2,0.015625,1.0,1.0,0.984375,0.0,1.0,0.984375
phase0_tf_confirm_top_len158_extra,tox21_are,parent,20,107,morgan_minhash,direct_mechanism,adapted_rerun,MinHash molecular fingerprinting,False,False,False,128,64,1000,2,0.015625,1.0,1.0,0.984375,0.0,1.0,0.984375
phase0_tf_confirm_top_len158_extra,tox21_are,parent,20,107,murcko_scaffold,recent_same_task,self_rerun,scaffold leakage baseline,False,False,False,,64,1000,2,0.296875,1.0,1.0,0.703125,0.0,1.0,0.703125
phase0_tf_confirm_top_len158_extra,tox21_are,parent,20,107,raw_smiles_identity,classic,self_rerun,classic exact string matching,False,False,False,,64,1000,2,0.0,0.96875,0.0,0.0,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,tox21_are,parent,20,107,smiles_shingle_minhash,direct_mechanism,adapted_rerun,MinHash text fingerprinting,False,False,False,128,64,1000,2,0.328125,1.0,1.0,0.671875,0.03125,0.96875,0.640625
phase0_tf_confirm_top_len158_extra,tox21_are,parent,20,107,tdc_polaris_curation_bundle,recent_same_task,adapted_rerun,TDC/Polaris-style benchmark curation bundle,False,False,False,,64,1000,2,0.3125,1.0,1.0,0.6875,0.0,1.0,0.6875
phase0_tf_confirm_top_len158_extra,tox21_mmp,parent,20,107,canonical_smiles_identity,classic,self_rerun,classic canonical decontamination,False,False,False,,64,1000,5,0.0,0.921875,0.0,0.0,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,tox21_mmp,parent,20,107,chemical_science_audit_bundle,recent_same_task,adapted_rerun,Chemical Science 2026 benchmark-audit style,False,False,False,,64,1000,5,0.375,0.984375,0.8,0.42500000000000004,0.0,0.8,0.42500000000000004
phase0_tf_confirm_top_len158_extra,tox21_mmp,parent,20,107,chemtrace_relation_lattice,proposed,self_rerun,ChemTrace,True,True,True,,64,1000,5,0.0,1.0,1.0,1.0,0.0,1.0,1.0
phase0_tf_confirm_top_len158_extra,tox21_mmp,parent,20,107,datasail_similarity_cluster,recent_same_task,adapted_rerun,DataSAIL-style leakage-aware split control,False,False,False,,64,1000,5,0.40625,1.0,1.0,0.59375,0.0,1.0,0.59375
phase0_tf_confirm_top_len158_extra,tox21_mmp,parent,20,107,inchikey_connectivity_identity,direct_mechanism,self_rerun,standard InChIKey connectivity,False,False,False,,64,1000,5,0.0,0.984375,0.8,0.8,0.0,0.8,0.8
phase0_tf_confirm_top_len158_extra,tox21_mmp,parent,20,107,inchikey_full_identity,direct_mechanism,self_rerun,standard InChIKey identity,False,False,False,,64,1000,5,0.0,0.921875,0.0,0.0,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,tox21_mmp,parent,20,107,lohi_high_similarity_split,recent_same_task,adapted_rerun,LoHi-style high-similarity split stress,False,False,False,,64,1000,5,0.046875,1.0,1.0,0.953125,0.015625,0.984375,0.9375
phase0_tf_confirm_top_len158_extra,tox21_mmp,parent,20,107,morgan_ecfp80,recent_same_task,self_rerun,cheminformatics nearest-neighbor baseline,False,False,False,,64,1000,5,0.0,0.984375,0.8,0.8,0.0,0.8,0.8
phase0_tf_confirm_top_len158_extra,tox21_mmp,parent,20,107,morgan_minhash,direct_mechanism,adapted_rerun,MinHash molecular fingerprinting,False,False,False,128,64,1000,5,0.0,0.984375,0.8,0.8,0.0,0.8,0.8
phase0_tf_confirm_top_len158_extra,tox21_mmp,parent,20,107,murcko_scaffold,recent_same_task,self_rerun,scaffold leakage baseline,False,False,False,,64,1000,5,0.375,0.984375,0.8,0.42500000000000004,0.0,0.8,0.42500000000000004
phase0_tf_confirm_top_len158_extra,tox21_mmp,parent,20,107,raw_smiles_identity,classic,self_rerun,classic exact string matching,False,False,False,,64,1000,5,0.0,0.921875,0.0,0.0,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,tox21_mmp,parent,20,107,smiles_shingle_minhash,direct_mechanism,adapted_rerun,MinHash text fingerprinting,False,False,False,128,64,1000,5,0.359375,1.0,1.0,0.640625,0.0625,0.9375,0.578125
phase0_tf_confirm_top_len158_extra,tox21_mmp,parent,20,107,tdc_polaris_curation_bundle,recent_same_task,adapted_rerun,TDC/Polaris-style benchmark curation bundle,False,False,False,,64,1000,5,0.375,0.984375,0.8,0.42500000000000004,0.0,0.8,0.42500000000000004
phase0_tf_confirm_top_len158_extra,bace,parent,20,109,canonical_smiles_identity,classic,self_rerun,classic canonical decontamination,False,False,False,,64,1000,42,0.0,0.34375,0.0,0.0,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,bace,parent,20,109,chemical_science_audit_bundle,recent_same_task,adapted_rerun,Chemical Science 2026 benchmark-audit style,False,False,False,,64,1000,42,0.0,1.0,1.0,1.0,0.0,1.0,1.0
phase0_tf_confirm_top_len158_extra,bace,parent,20,109,chemtrace_relation_lattice,proposed,self_rerun,ChemTrace,True,True,True,,64,1000,42,0.0,1.0,1.0,1.0,0.0,1.0,1.0
phase0_tf_confirm_top_len158_extra,bace,parent,20,109,datasail_similarity_cluster,recent_same_task,adapted_rerun,DataSAIL-style leakage-aware split control,False,False,False,,64,1000,42,0.03125,0.96875,0.9523809523809523,0.9211309523809523,0.0,0.9523809523809523,0.9211309523809523
phase0_tf_confirm_top_len158_extra,bace,parent,20,109,inchikey_connectivity_identity,direct_mechanism,self_rerun,standard InChIKey connectivity,False,False,False,,64,1000,42,0.0,1.0,1.0,1.0,0.0,1.0,1.0
phase0_tf_confirm_top_len158_extra,bace,parent,20,109,inchikey_full_identity,direct_mechanism,self_rerun,standard InChIKey identity,False,False,False,,64,1000,42,0.0,0.34375,0.0,0.0,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,bace,parent,20,109,lohi_high_similarity_split,recent_same_task,adapted_rerun,LoHi-style high-similarity split stress,False,False,False,,64,1000,42,0.046875,1.0,1.0,0.953125,0.0,1.0,0.953125
phase0_tf_confirm_top_len158_extra,bace,parent,20,109,morgan_ecfp80,recent_same_task,self_rerun,cheminformatics nearest-neighbor baseline,False,False,False,,64,1000,42,0.0,0.46875,0.19047619047619047,0.19047619047619047,0.0,0.19047619047619047,0.19047619047619047
phase0_tf_confirm_top_len158_extra,bace,parent,20,109,morgan_minhash,direct_mechanism,adapted_rerun,MinHash molecular fingerprinting,False,False,False,128,64,1000,42,0.0,0.484375,0.21428571428571427,0.21428571428571427,0.0,0.21428571428571427,0.21428571428571427
phase0_tf_confirm_top_len158_extra,bace,parent,20,109,murcko_scaffold,recent_same_task,self_rerun,scaffold leakage baseline,False,False,False,,64,1000,42,0.0,0.4375,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285
phase0_tf_confirm_top_len158_extra,bace,parent,20,109,raw_smiles_identity,classic,self_rerun,classic exact string matching,False,False,False,,64,1000,42,0.0,0.34375,0.0,0.0,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,bace,parent,20,109,smiles_shingle_minhash,direct_mechanism,adapted_rerun,MinHash text fingerprinting,False,False,False,128,64,1000,42,0.296875,1.0,1.0,0.703125,0.03125,0.96875,0.671875
phase0_tf_confirm_top_len158_extra,bace,parent,20,109,tdc_polaris_curation_bundle,recent_same_task,adapted_rerun,TDC/Polaris-style benchmark curation bundle,False,False,False,,64,1000,42,0.0,0.46875,0.19047619047619047,0.19047619047619047,0.0,0.19047619047619047,0.19047619047619047
phase0_tf_confirm_top_len158_extra,bbbp,parent,20,109,canonical_smiles_identity,classic,self_rerun,classic canonical decontamination,False,False,False,,64,1000,5,0.0,0.921875,0.0,0.0,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,bbbp,parent,20,109,chemical_science_audit_bundle,recent_same_task,adapted_rerun,Chemical Science 2026 benchmark-audit style,False,False,False,,64,1000,5,0.046875,1.0,1.0,0.953125,0.0,1.0,0.953125
phase0_tf_confirm_top_len158_extra,bbbp,parent,20,109,chemtrace_relation_lattice,proposed,self_rerun,ChemTrace,True,True,True,,64,1000,5,0.0,1.0,1.0,1.0,0.0,1.0,1.0
phase0_tf_confirm_top_len158_extra,bbbp,parent,20,109,datasail_similarity_cluster,recent_same_task,adapted_rerun,DataSAIL-style leakage-aware split control,False,False,False,,64,1000,5,0.046875,1.0,1.0,0.953125,0.0,1.0,0.953125
phase0_tf_confirm_top_len158_extra,bbbp,parent,20,109,inchikey_connectivity_identity,direct_mechanism,self_rerun,standard InChIKey connectivity,False,False,False,,64,1000,5,0.0,0.921875,0.0,0.0,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,bbbp,parent,20,109,inchikey_full_identity,direct_mechanism,self_rerun,standard InChIKey identity,False,False,False,,64,1000,5,0.0,0.921875,0.0,0.0,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,bbbp,parent,20,109,lohi_high_similarity_split,recent_same_task,adapted_rerun,LoHi-style high-similarity split stress,False,False,False,,64,1000,5,0.0625,1.0,1.0,0.9375,0.0,1.0,0.9375
phase0_tf_confirm_top_len158_extra,bbbp,parent,20,109,morgan_ecfp80,recent_same_task,self_rerun,cheminformatics nearest-neighbor baseline,False,False,False,,64,1000,5,0.0,1.0,1.0,1.0,0.0,1.0,1.0
phase0_tf_confirm_top_len158_extra,bbbp,parent,20,109,morgan_minhash,direct_mechanism,adapted_rerun,MinHash molecular fingerprinting,False,False,False,128,64,1000,5,0.0,1.0,1.0,1.0,0.0,1.0,1.0
phase0_tf_confirm_top_len158_extra,bbbp,parent,20,109,murcko_scaffold,recent_same_task,self_rerun,scaffold leakage baseline,False,False,False,,64,1000,5,0.046875,1.0,1.0,0.953125,0.0,1.0,0.953125
phase0_tf_confirm_top_len158_extra,bbbp,parent,20,109,raw_smiles_identity,classic,self_rerun,classic exact string matching,False,False,False,,64,1000,5,0.0,0.921875,0.0,0.0,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,bbbp,parent,20,109,smiles_shingle_minhash,direct_mechanism,adapted_rerun,MinHash text fingerprinting,False,False,False,128,64,1000,5,0.171875,1.0,1.0,0.828125,0.046875,0.953125,0.78125
phase0_tf_confirm_top_len158_extra,bbbp,parent,20,109,tdc_polaris_curation_bundle,recent_same_task,adapted_rerun,TDC/Polaris-style benchmark curation bundle,False,False,False,,64,1000,5,0.046875,1.0,1.0,0.953125,0.0,1.0,0.953125
phase0_tf_confirm_top_len158_extra,clintox_fda,parent,20,109,canonical_smiles_identity,classic,self_rerun,classic canonical decontamination,False,False,False,,64,1000,41,0.0,0.359375,0.0,0.0,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,parent,20,109,chemical_science_audit_bundle,recent_same_task,adapted_rerun,Chemical Science 2026 benchmark-audit style,False,False,False,,64,1000,41,0.109375,1.0,1.0,0.890625,0.0,1.0,0.890625
phase0_tf_confirm_top_len158_extra,clintox_fda,parent,20,109,chemtrace_relation_lattice,proposed,self_rerun,ChemTrace,True,True,True,,64,1000,41,0.015625,1.0,1.0,0.984375,0.0,1.0,0.984375
phase0_tf_confirm_top_len158_extra,clintox_fda,parent,20,109,datasail_similarity_cluster,recent_same_task,adapted_rerun,DataSAIL-style leakage-aware split control,False,False,False,,64,1000,41,0.09375,0.796875,0.6829268292682927,0.5891768292682927,0.0,0.6829268292682927,0.5891768292682927
phase0_tf_confirm_top_len158_extra,clintox_fda,parent,20,109,inchikey_connectivity_identity,direct_mechanism,self_rerun,standard InChIKey connectivity,False,False,False,,64,1000,41,0.046875,0.96875,0.9512195121951219,0.9043445121951219,0.0,0.9512195121951219,0.9043445121951219
phase0_tf_confirm_top_len158_extra,clintox_fda,parent,20,109,inchikey_full_identity,direct_mechanism,self_rerun,standard InChIKey identity,False,False,False,,64,1000,41,0.015625,0.375,0.024390243902439025,0.008765243902439025,0.0,0.024390243902439025,0.008765243902439025
phase0_tf_confirm_top_len158_extra,clintox_fda,parent,20,109,lohi_high_similarity_split,recent_same_task,adapted_rerun,LoHi-style high-similarity split stress,False,False,False,,64,1000,41,0.0625,0.875,0.8048780487804879,0.7423780487804879,0.0,0.8048780487804879,0.7423780487804879
phase0_tf_confirm_top_len158_extra,clintox_fda,parent,20,109,morgan_ecfp80,recent_same_task,self_rerun,cheminformatics nearest-neighbor baseline,False,False,False,,64,1000,41,0.03125,0.59375,0.36585365853658536,0.33460365853658536,0.0,0.36585365853658536,0.33460365853658536
phase0_tf_confirm_top_len158_extra,clintox_fda,parent,20,109,morgan_minhash,direct_mechanism,adapted_rerun,MinHash molecular fingerprinting,False,False,False,128,64,1000,41,0.03125,0.609375,0.3902439024390244,0.3589939024390244,0.0,0.3902439024390244,0.3589939024390244
phase0_tf_confirm_top_len158_extra,clintox_fda,parent,20,109,murcko_scaffold,recent_same_task,self_rerun,scaffold leakage baseline,False,False,False,,64,1000,41,0.09375,0.75,0.6097560975609756,0.5160060975609756,0.0,0.6097560975609756,0.5160060975609756
phase0_tf_confirm_top_len158_extra,clintox_fda,parent,20,109,raw_smiles_identity,classic,self_rerun,classic exact string matching,False,False,False,,64,1000,41,0.0,0.359375,0.0,0.0,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,parent,20,109,smiles_shingle_minhash,direct_mechanism,adapted_rerun,MinHash text fingerprinting,False,False,False,128,64,1000,41,0.171875,1.0,1.0,0.828125,0.03125,0.96875,0.796875
phase0_tf_confirm_top_len158_extra,clintox_fda,parent,20,109,tdc_polaris_curation_bundle,recent_same_task,adapted_rerun,TDC/Polaris-style benchmark curation bundle,False,False,False,,64,1000,41,0.109375,0.765625,0.6341463414634146,0.5247713414634146,0.0,0.6341463414634146,0.5247713414634146
phase0_tf_confirm_top_len158_extra,clintox_tox,parent,20,109,canonical_smiles_identity,classic,self_rerun,classic canonical decontamination,False,False,False,,64,1000,41,0.0,0.359375,0.0,0.0,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,parent,20,109,chemical_science_audit_bundle,recent_same_task,adapted_rerun,Chemical Science 2026 benchmark-audit style,False,False,False,,64,1000,41,0.109375,1.0,1.0,0.890625,0.0,1.0,0.890625
phase0_tf_confirm_top_len158_extra,clintox_tox,parent,20,109,chemtrace_relation_lattice,proposed,self_rerun,ChemTrace,True,True,True,,64,1000,41,0.015625,1.0,1.0,0.984375,0.0,1.0,0.984375
phase0_tf_confirm_top_len158_extra,clintox_tox,parent,20,109,datasail_similarity_cluster,recent_same_task,adapted_rerun,DataSAIL-style leakage-aware split control,False,False,False,,64,1000,41,0.09375,0.796875,0.6829268292682927,0.5891768292682927,0.0,0.6829268292682927,0.5891768292682927
phase0_tf_confirm_top_len158_extra,clintox_tox,parent,20,109,inchikey_connectivity_identity,direct_mechanism,self_rerun,standard InChIKey connectivity,False,False,False,,64,1000,41,0.046875,0.96875,0.9512195121951219,0.9043445121951219,0.0,0.9512195121951219,0.9043445121951219
phase0_tf_confirm_top_len158_extra,clintox_tox,parent,20,109,inchikey_full_identity,direct_mechanism,self_rerun,standard InChIKey identity,False,False,False,,64,1000,41,0.015625,0.375,0.024390243902439025,0.008765243902439025,0.0,0.024390243902439025,0.008765243902439025
phase0_tf_confirm_top_len158_extra,clintox_tox,parent,20,109,lohi_high_similarity_split,recent_same_task,adapted_rerun,LoHi-style high-similarity split stress,False,False,False,,64,1000,41,0.0625,0.875,0.8048780487804879,0.7423780487804879,0.0,0.8048780487804879,0.7423780487804879
phase0_tf_confirm_top_len158_extra,clintox_tox,parent,20,109,morgan_ecfp80,recent_same_task,self_rerun,cheminformatics nearest-neighbor baseline,False,False,False,,64,1000,41,0.03125,0.59375,0.36585365853658536,0.33460365853658536,0.0,0.36585365853658536,0.33460365853658536
phase0_tf_confirm_top_len158_extra,clintox_tox,parent,20,109,morgan_minhash,direct_mechanism,adapted_rerun,MinHash molecular fingerprinting,False,False,False,128,64,1000,41,0.03125,0.609375,0.3902439024390244,0.3589939024390244,0.0,0.3902439024390244,0.3589939024390244
phase0_tf_confirm_top_len158_extra,clintox_tox,parent,20,109,murcko_scaffold,recent_same_task,self_rerun,scaffold leakage baseline,False,False,False,,64,1000,41,0.09375,0.75,0.6097560975609756,0.5160060975609756,0.0,0.6097560975609756,0.5160060975609756
phase0_tf_confirm_top_len158_extra,clintox_tox,parent,20,109,raw_smiles_identity,classic,self_rerun,classic exact string matching,False,False,False,,64,1000,41,0.0,0.359375,0.0,0.0,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,parent,20,109,smiles_shingle_minhash,direct_mechanism,adapted_rerun,MinHash text fingerprinting,False,False,False,128,64,1000,41,0.171875,1.0,1.0,0.828125,0.0625,0.9375,0.765625
phase0_tf_confirm_top_len158_extra,clintox_tox,parent,20,109,tdc_polaris_curation_bundle,recent_same_task,adapted_rerun,TDC/Polaris-style benchmark curation bundle,False,False,False,,64,1000,41,0.109375,0.765625,0.6341463414634146,0.5247713414634146,0.0,0.6341463414634146,0.5247713414634146
phase0_tf_confirm_top_len158_extra,hiv,parent,20,109,canonical_smiles_identity,classic,self_rerun,classic canonical decontamination,False,False,False,,64,1000,8,0.0,0.875,0.0,0.0,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,hiv,parent,20,109,chemical_science_audit_bundle,recent_same_task,adapted_rerun,Chemical Science 2026 benchmark-audit style,False,False,False,,64,1000,8,0.015625,1.0,1.0,0.984375,0.0,1.0,0.984375
phase0_tf_confirm_top_len158_extra,hiv,parent,20,109,chemtrace_relation_lattice,proposed,self_rerun,ChemTrace,True,True,True,,64,1000,8,0.0,1.0,1.0,1.0,0.0,1.0,1.0
phase0_tf_confirm_top_len158_extra,hiv,parent,20,109,datasail_similarity_cluster,recent_same_task,adapted_rerun,DataSAIL-style leakage-aware split control,False,False,False,,64,1000,8,0.015625,1.0,1.0,0.984375,0.0,1.0,0.984375
phase0_tf_confirm_top_len158_extra,hiv,parent,20,109,inchikey_connectivity_identity,direct_mechanism,self_rerun,standard InChIKey connectivity,False,False,False,,64,1000,8,0.0,0.875,0.0,0.0,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,hiv,parent,20,109,inchikey_full_identity,direct_mechanism,self_rerun,standard InChIKey identity,False,False,False,,64,1000,8,0.0,0.875,0.0,0.0,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,hiv,parent,20,109,lohi_high_similarity_split,recent_same_task,adapted_rerun,LoHi-style high-similarity split stress,False,False,False,,64,1000,8,0.140625,1.0,1.0,0.859375,0.0,1.0,0.859375
phase0_tf_confirm_top_len158_extra,hiv,parent,20,109,morgan_ecfp80,recent_same_task,self_rerun,cheminformatics nearest-neighbor baseline,False,False,False,,64,1000,8,0.0,0.984375,0.875,0.875,0.0,0.875,0.875
phase0_tf_confirm_top_len158_extra,hiv,parent,20,109,morgan_minhash,direct_mechanism,adapted_rerun,MinHash molecular fingerprinting,False,False,False,128,64,1000,8,0.0,0.984375,0.875,0.875,0.0,0.875,0.875
phase0_tf_confirm_top_len158_extra,hiv,parent,20,109,murcko_scaffold,recent_same_task,self_rerun,scaffold leakage baseline,False,False,False,,64,1000,8,0.015625,1.0,1.0,0.984375,0.0,1.0,0.984375
phase0_tf_confirm_top_len158_extra,hiv,parent,20,109,raw_smiles_identity,classic,self_rerun,classic exact string matching,False,False,False,,64,1000,8,0.0,0.875,0.0,0.0,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,hiv,parent,20,109,smiles_shingle_minhash,direct_mechanism,adapted_rerun,MinHash text fingerprinting,False,False,False,128,64,1000,8,0.21875,1.0,1.0,0.78125,0.0,1.0,0.78125
phase0_tf_confirm_top_len158_extra,hiv,parent,20,109,tdc_polaris_curation_bundle,recent_same_task,adapted_rerun,TDC/Polaris-style benchmark curation bundle,False,False,False,,64,1000,8,0.015625,1.0,1.0,0.984375,0.0,1.0,0.984375
phase0_tf_confirm_top_len158_extra,sider_gastro,parent,20,109,canonical_smiles_identity,classic,self_rerun,classic canonical decontamination,False,False,False,,64,1000,6,0.0,0.90625,0.0,0.0,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,sider_gastro,parent,20,109,chemical_science_audit_bundle,recent_same_task,adapted_rerun,Chemical Science 2026 benchmark-audit style,False,False,False,,64,1000,6,0.140625,1.0,1.0,0.859375,0.015625,0.984375,0.84375
phase0_tf_confirm_top_len158_extra,sider_gastro,parent,20,109,chemtrace_relation_lattice,proposed,self_rerun,ChemTrace,True,True,True,,64,1000,6,0.03125,1.0,1.0,0.96875,0.0,1.0,0.96875
phase0_tf_confirm_top_len158_extra,sider_gastro,parent,20,109,datasail_similarity_cluster,recent_same_task,adapted_rerun,DataSAIL-style leakage-aware split control,False,False,False,,64,1000,6,0.140625,0.984375,0.8333333333333334,0.6927083333333334,0.015625,0.8177083333333334,0.6770833333333334
phase0_tf_confirm_top_len158_extra,sider_gastro,parent,20,109,inchikey_connectivity_identity,direct_mechanism,self_rerun,standard InChIKey connectivity,False,False,False,,64,1000,6,0.0625,0.96875,0.6666666666666666,0.6041666666666666,0.0,0.6666666666666666,0.6041666666666666
phase0_tf_confirm_top_len158_extra,sider_gastro,parent,20,109,inchikey_full_identity,direct_mechanism,self_rerun,standard InChIKey identity,False,False,False,,64,1000,6,0.03125,0.90625,0.0,-0.03125,0.0,0.0,-0.03125
phase0_tf_confirm_top_len158_extra,sider_gastro,parent,20,109,lohi_high_similarity_split,recent_same_task,adapted_rerun,LoHi-style high-similarity split stress,False,False,False,,64,1000,6,0.09375,0.984375,0.8333333333333334,0.7395833333333334,0.015625,0.8177083333333334,0.7239583333333334
phase0_tf_confirm_top_len158_extra,sider_gastro,parent,20,109,morgan_ecfp80,recent_same_task,self_rerun,cheminformatics nearest-neighbor baseline,False,False,False,,64,1000,6,0.015625,0.96875,0.6666666666666666,0.6510416666666666,0.0,0.6666666666666666,0.6510416666666666
phase0_tf_confirm_top_len158_extra,sider_gastro,parent,20,109,morgan_minhash,direct_mechanism,adapted_rerun,MinHash molecular fingerprinting,False,False,False,128,64,1000,6,0.015625,0.96875,0.6666666666666666,0.6510416666666666,0.0,0.6666666666666666,0.6510416666666666
phase0_tf_confirm_top_len158_extra,sider_gastro,parent,20,109,murcko_scaffold,recent_same_task,self_rerun,scaffold leakage baseline,False,False,False,,64,1000,6,0.109375,0.984375,0.8333333333333334,0.7239583333333334,0.015625,0.8177083333333334,0.7083333333333334
phase0_tf_confirm_top_len158_extra,sider_gastro,parent,20,109,raw_smiles_identity,classic,self_rerun,classic exact string matching,False,False,False,,64,1000,6,0.0,0.90625,0.0,0.0,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,sider_gastro,parent,20,109,smiles_shingle_minhash,direct_mechanism,adapted_rerun,MinHash text fingerprinting,False,False,False,128,64,1000,6,0.296875,1.0,1.0,0.703125,0.03125,0.96875,0.671875
phase0_tf_confirm_top_len158_extra,sider_gastro,parent,20,109,tdc_polaris_curation_bundle,recent_same_task,adapted_rerun,TDC/Polaris-style benchmark curation bundle,False,False,False,,64,1000,6,0.125,0.984375,0.8333333333333334,0.7083333333333334,0.015625,0.8177083333333334,0.6927083333333334
phase0_tf_confirm_top_len158_extra,tox21_ahr,parent,20,109,canonical_smiles_identity,classic,self_rerun,classic canonical decontamination,False,False,False,,64,1000,1,0.0,0.984375,0.0,0.0,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,tox21_ahr,parent,20,109,chemical_science_audit_bundle,recent_same_task,adapted_rerun,Chemical Science 2026 benchmark-audit style,False,False,False,,64,1000,1,0.171875,1.0,1.0,0.828125,0.0,1.0,0.828125
phase0_tf_confirm_top_len158_extra,tox21_ahr,parent,20,109,chemtrace_relation_lattice,proposed,self_rerun,ChemTrace,True,True,True,,64,1000,1,0.015625,1.0,1.0,0.984375,0.0,1.0,0.984375
phase0_tf_confirm_top_len158_extra,tox21_ahr,parent,20,109,datasail_similarity_cluster,recent_same_task,adapted_rerun,DataSAIL-style leakage-aware split control,False,False,False,,64,1000,1,0.140625,1.0,1.0,0.859375,0.0,1.0,0.859375
phase0_tf_confirm_top_len158_extra,tox21_ahr,parent,20,109,inchikey_connectivity_identity,direct_mechanism,self_rerun,standard InChIKey connectivity,False,False,False,,64,1000,1,0.03125,1.0,1.0,0.96875,0.0,1.0,0.96875
phase0_tf_confirm_top_len158_extra,tox21_ahr,parent,20,109,inchikey_full_identity,direct_mechanism,self_rerun,standard InChIKey identity,False,False,False,,64,1000,1,0.015625,0.984375,0.0,-0.015625,0.0,0.0,-0.015625
phase0_tf_confirm_top_len158_extra,tox21_ahr,parent,20,109,lohi_high_similarity_split,recent_same_task,adapted_rerun,LoHi-style high-similarity split stress,False,False,False,,64,1000,1,0.015625,1.0,1.0,0.984375,0.0,1.0,0.984375
phase0_tf_confirm_top_len158_extra,tox21_ahr,parent,20,109,morgan_ecfp80,recent_same_task,self_rerun,cheminformatics nearest-neighbor baseline,False,False,False,,64,1000,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0
phase0_tf_confirm_top_len158_extra,tox21_ahr,parent,20,109,morgan_minhash,direct_mechanism,adapted_rerun,MinHash molecular fingerprinting,False,False,False,128,64,1000,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0
phase0_tf_confirm_top_len158_extra,tox21_ahr,parent,20,109,murcko_scaffold,recent_same_task,self_rerun,scaffold leakage baseline,False,False,False,,64,1000,1,0.140625,1.0,1.0,0.859375,0.0,1.0,0.859375
phase0_tf_confirm_top_len158_extra,tox21_ahr,parent,20,109,raw_smiles_identity,classic,self_rerun,classic exact string matching,False,False,False,,64,1000,1,0.0,0.984375,0.0,0.0,0.0,0.0,0.0
phase0_tf_confirm_top_len158_extra,tox21_ahr,parent,20,109,smiles_shingle_minhash,direct_mechanism,adapted_rerun,MinHash text fingerprinting,False,False,False,128,64,1000,1,0.28125,1.0,1.0,0.71875,0.03125,0.96875,0.6875
phase0_tf_confirm_top_len158_extra,tox21_ahr,parent,20,109,tdc_polaris_curation_bundle,recent_same_task,adapted_rerun,TDC/Polaris-style benchmark curation bundle,False,False,False,,64,1000,1,0.15625,1.0,1.0,0.84375,0.0,1.0,0.84375
phase0_tf_confirm_top_len158_extra,tox21_are,parent,20,109,canonical_smiles_identity,classic,self_rerun,classic canonical decontamination,False,False,False,,64,1000,2,0.0,0.96875,0.0,0.0,0.0,0.0,0.0
