artifact,task,injection_relation,dose,repeat_seed,proposed_method,proposed_source_type,proposed_changed_only_recall,proposed_clean_background_hit_rate,proposed_net_changed_recall_over_decoy,proposed_background_decoy_adjusted,best_external_adjusted_method,best_external_adjusted_group,best_external_adjusted_source_type,best_external_adjusted_changed_only_recall,best_external_adjusted_clean_background_hit_rate,best_external_adjusted_score,proposed_gain_vs_best_external_adjusted,best_external_recall_method,best_external_recall_group,best_external_recall_score,proposed_gain_vs_best_external_recall
phase0_tf_confirm_top_len158_extra,bbbp,tautomer,20,103,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,inchikey_connectivity_identity,direct_mechanism,self_rerun,0.8333333333333334,0.015625,0.8177083333333334,0.18229166666666663,smiles_shingle_minhash,direct_mechanism,0.8975694444444444,0.10243055555555558
phase0_tf_confirm_top_len158_extra,bbbp,tautomer,20,107,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,inchikey_connectivity_identity,direct_mechanism,self_rerun,0.8333333333333334,0.0,0.8333333333333334,0.16666666666666663,smiles_shingle_minhash,direct_mechanism,0.8975694444444444,0.10243055555555558
phase0_tf_confirm_top_len158_extra,bbbp,tautomer,20,109,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,inchikey_connectivity_identity,direct_mechanism,self_rerun,0.8333333333333334,0.0,0.8333333333333334,0.16666666666666663,smiles_shingle_minhash,direct_mechanism,0.8975694444444444,0.10243055555555558
phase0_tf_confirm_top_len158_extra,bbbp,tautomer,20,113,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,inchikey_connectivity_identity,direct_mechanism,self_rerun,0.8333333333333334,0.0,0.8333333333333334,0.16666666666666663,smiles_shingle_minhash,direct_mechanism,0.8975694444444444,0.10243055555555558
phase0_tf_confirm_top_len158_extra,clintox_fda,parent,1,101,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,inchikey_connectivity_identity,direct_mechanism,self_rerun,0.9512195121951219,0.0,0.9512195121951219,0.04878048780487809,chemical_science_audit_bundle,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,parent,1,103,chemtrace_relation_lattice,self_rerun,1.0,0.015625,1.0,0.984375,inchikey_connectivity_identity,direct_mechanism,self_rerun,0.9512195121951219,0.046875,0.9043445121951219,0.08003048780487809,chemical_science_audit_bundle,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,parent,1,107,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,inchikey_connectivity_identity,direct_mechanism,self_rerun,0.9512195121951219,0.015625,0.9355945121951219,0.06440548780487809,chemical_science_audit_bundle,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,parent,1,109,chemtrace_relation_lattice,self_rerun,1.0,0.015625,1.0,0.984375,inchikey_connectivity_identity,direct_mechanism,self_rerun,0.9512195121951219,0.046875,0.9043445121951219,0.08003048780487809,chemical_science_audit_bundle,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,parent,1,113,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,inchikey_connectivity_identity,direct_mechanism,self_rerun,0.9512195121951219,0.046875,0.9043445121951219,0.09565548780487809,chemical_science_audit_bundle,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,parent,5,101,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,inchikey_connectivity_identity,direct_mechanism,self_rerun,0.9512195121951219,0.0,0.9512195121951219,0.04878048780487809,chemical_science_audit_bundle,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,parent,5,103,chemtrace_relation_lattice,self_rerun,1.0,0.015625,1.0,0.984375,inchikey_connectivity_identity,direct_mechanism,self_rerun,0.9512195121951219,0.046875,0.9043445121951219,0.08003048780487809,chemical_science_audit_bundle,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,parent,5,107,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,inchikey_connectivity_identity,direct_mechanism,self_rerun,0.9512195121951219,0.015625,0.9355945121951219,0.06440548780487809,chemical_science_audit_bundle,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,parent,5,109,chemtrace_relation_lattice,self_rerun,1.0,0.015625,1.0,0.984375,inchikey_connectivity_identity,direct_mechanism,self_rerun,0.9512195121951219,0.046875,0.9043445121951219,0.08003048780487809,chemical_science_audit_bundle,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,parent,5,113,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,inchikey_connectivity_identity,direct_mechanism,self_rerun,0.9512195121951219,0.046875,0.9043445121951219,0.09565548780487809,chemical_science_audit_bundle,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,parent,20,101,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,inchikey_connectivity_identity,direct_mechanism,self_rerun,0.9512195121951219,0.0,0.9512195121951219,0.04878048780487809,chemical_science_audit_bundle,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,parent,20,103,chemtrace_relation_lattice,self_rerun,1.0,0.015625,1.0,0.984375,inchikey_connectivity_identity,direct_mechanism,self_rerun,0.9512195121951219,0.046875,0.9043445121951219,0.08003048780487809,chemical_science_audit_bundle,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,parent,20,107,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,inchikey_connectivity_identity,direct_mechanism,self_rerun,0.9512195121951219,0.015625,0.9355945121951219,0.06440548780487809,chemical_science_audit_bundle,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,parent,20,109,chemtrace_relation_lattice,self_rerun,1.0,0.015625,1.0,0.984375,inchikey_connectivity_identity,direct_mechanism,self_rerun,0.9512195121951219,0.046875,0.9043445121951219,0.08003048780487809,chemical_science_audit_bundle,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,parent,20,113,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,inchikey_connectivity_identity,direct_mechanism,self_rerun,0.9512195121951219,0.046875,0.9043445121951219,0.09565548780487809,chemical_science_audit_bundle,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,stereo,1,101,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,inchikey_connectivity_identity,direct_mechanism,self_rerun,1.0,0.0,1.0,0.0,inchikey_connectivity_identity,direct_mechanism,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,stereo,1,103,chemtrace_relation_lattice,self_rerun,1.0,0.03125,1.0,0.96875,morgan_ecfp80,recent_same_task,self_rerun,1.0,0.03125,0.96875,0.0,morgan_ecfp80,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,stereo,1,107,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,inchikey_connectivity_identity,direct_mechanism,self_rerun,1.0,0.015625,0.984375,0.015625,inchikey_connectivity_identity,direct_mechanism,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,stereo,1,109,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,morgan_ecfp80,recent_same_task,self_rerun,1.0,0.03125,0.96875,0.03125,morgan_ecfp80,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,stereo,1,113,chemtrace_relation_lattice,self_rerun,1.0,0.015625,1.0,0.984375,morgan_ecfp80,recent_same_task,self_rerun,1.0,0.015625,0.984375,0.0,morgan_ecfp80,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,stereo,5,101,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,inchikey_connectivity_identity,direct_mechanism,self_rerun,1.0,0.0,1.0,0.0,inchikey_connectivity_identity,direct_mechanism,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,stereo,5,103,chemtrace_relation_lattice,self_rerun,1.0,0.03125,1.0,0.96875,morgan_ecfp80,recent_same_task,self_rerun,1.0,0.03125,0.96875,0.0,morgan_ecfp80,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,stereo,5,107,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,inchikey_connectivity_identity,direct_mechanism,self_rerun,1.0,0.015625,0.984375,0.015625,inchikey_connectivity_identity,direct_mechanism,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,stereo,5,109,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,morgan_ecfp80,recent_same_task,self_rerun,1.0,0.03125,0.96875,0.03125,morgan_ecfp80,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,stereo,5,113,chemtrace_relation_lattice,self_rerun,1.0,0.015625,1.0,0.984375,morgan_ecfp80,recent_same_task,self_rerun,1.0,0.015625,0.984375,0.0,morgan_ecfp80,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,stereo,20,101,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,inchikey_connectivity_identity,direct_mechanism,self_rerun,1.0,0.0,1.0,0.0,inchikey_connectivity_identity,direct_mechanism,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,stereo,20,103,chemtrace_relation_lattice,self_rerun,1.0,0.03125,1.0,0.96875,morgan_ecfp80,recent_same_task,self_rerun,1.0,0.03125,0.96875,0.0,morgan_ecfp80,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,stereo,20,107,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,inchikey_connectivity_identity,direct_mechanism,self_rerun,1.0,0.015625,0.984375,0.015625,inchikey_connectivity_identity,direct_mechanism,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,stereo,20,109,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,morgan_ecfp80,recent_same_task,self_rerun,1.0,0.03125,0.96875,0.03125,morgan_ecfp80,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,stereo,20,113,chemtrace_relation_lattice,self_rerun,1.0,0.015625,1.0,0.984375,morgan_ecfp80,recent_same_task,self_rerun,1.0,0.015625,0.984375,0.0,morgan_ecfp80,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,tautomer,1,101,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,lohi_high_similarity_split,recent_same_task,adapted_rerun,1.0,0.015625,0.984375,0.015625,lohi_high_similarity_split,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,tautomer,1,103,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,lohi_high_similarity_split,recent_same_task,adapted_rerun,1.0,0.046875,0.953125,0.046875,lohi_high_similarity_split,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,tautomer,1,107,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,lohi_high_similarity_split,recent_same_task,adapted_rerun,1.0,0.0625,0.9375,0.0625,lohi_high_similarity_split,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,tautomer,1,109,chemtrace_relation_lattice,self_rerun,1.0,0.015625,1.0,0.984375,lohi_high_similarity_split,recent_same_task,adapted_rerun,1.0,0.0625,0.9375,0.046875,lohi_high_similarity_split,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,tautomer,1,113,chemtrace_relation_lattice,self_rerun,1.0,0.015625,1.0,0.984375,lohi_high_similarity_split,recent_same_task,adapted_rerun,1.0,0.09375,0.90625,0.078125,lohi_high_similarity_split,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,tautomer,5,101,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,lohi_high_similarity_split,recent_same_task,adapted_rerun,1.0,0.015625,0.984375,0.015625,lohi_high_similarity_split,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,tautomer,5,103,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,lohi_high_similarity_split,recent_same_task,adapted_rerun,1.0,0.046875,0.953125,0.046875,lohi_high_similarity_split,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,tautomer,5,107,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,lohi_high_similarity_split,recent_same_task,adapted_rerun,1.0,0.0625,0.9375,0.0625,lohi_high_similarity_split,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,tautomer,5,109,chemtrace_relation_lattice,self_rerun,1.0,0.015625,1.0,0.984375,lohi_high_similarity_split,recent_same_task,adapted_rerun,1.0,0.0625,0.9375,0.046875,lohi_high_similarity_split,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,tautomer,5,113,chemtrace_relation_lattice,self_rerun,1.0,0.015625,1.0,0.984375,lohi_high_similarity_split,recent_same_task,adapted_rerun,1.0,0.09375,0.90625,0.078125,lohi_high_similarity_split,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,tautomer,20,101,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,lohi_high_similarity_split,recent_same_task,adapted_rerun,1.0,0.015625,0.984375,0.015625,lohi_high_similarity_split,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,tautomer,20,103,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,lohi_high_similarity_split,recent_same_task,adapted_rerun,1.0,0.046875,0.953125,0.046875,lohi_high_similarity_split,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,tautomer,20,107,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,lohi_high_similarity_split,recent_same_task,adapted_rerun,1.0,0.0625,0.9375,0.0625,lohi_high_similarity_split,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,tautomer,20,109,chemtrace_relation_lattice,self_rerun,1.0,0.015625,1.0,0.984375,lohi_high_similarity_split,recent_same_task,adapted_rerun,1.0,0.0625,0.9375,0.046875,lohi_high_similarity_split,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_fda,tautomer,20,113,chemtrace_relation_lattice,self_rerun,1.0,0.015625,1.0,0.984375,lohi_high_similarity_split,recent_same_task,adapted_rerun,1.0,0.09375,0.90625,0.078125,lohi_high_similarity_split,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,parent,1,101,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,inchikey_connectivity_identity,direct_mechanism,self_rerun,0.9512195121951219,0.0,0.9512195121951219,0.04878048780487809,chemical_science_audit_bundle,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,parent,1,103,chemtrace_relation_lattice,self_rerun,1.0,0.015625,1.0,0.984375,inchikey_connectivity_identity,direct_mechanism,self_rerun,0.9512195121951219,0.046875,0.9043445121951219,0.08003048780487809,chemical_science_audit_bundle,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,parent,1,107,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,inchikey_connectivity_identity,direct_mechanism,self_rerun,0.9512195121951219,0.015625,0.9355945121951219,0.06440548780487809,chemical_science_audit_bundle,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,parent,1,109,chemtrace_relation_lattice,self_rerun,1.0,0.015625,1.0,0.984375,inchikey_connectivity_identity,direct_mechanism,self_rerun,0.9512195121951219,0.046875,0.9043445121951219,0.08003048780487809,chemical_science_audit_bundle,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,parent,1,113,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,inchikey_connectivity_identity,direct_mechanism,self_rerun,0.9512195121951219,0.046875,0.9043445121951219,0.09565548780487809,chemical_science_audit_bundle,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,parent,5,101,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,inchikey_connectivity_identity,direct_mechanism,self_rerun,0.9512195121951219,0.0,0.9512195121951219,0.04878048780487809,chemical_science_audit_bundle,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,parent,5,103,chemtrace_relation_lattice,self_rerun,1.0,0.015625,1.0,0.984375,inchikey_connectivity_identity,direct_mechanism,self_rerun,0.9512195121951219,0.046875,0.9043445121951219,0.08003048780487809,chemical_science_audit_bundle,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,parent,5,107,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,inchikey_connectivity_identity,direct_mechanism,self_rerun,0.9512195121951219,0.015625,0.9355945121951219,0.06440548780487809,chemical_science_audit_bundle,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,parent,5,109,chemtrace_relation_lattice,self_rerun,1.0,0.015625,1.0,0.984375,inchikey_connectivity_identity,direct_mechanism,self_rerun,0.9512195121951219,0.046875,0.9043445121951219,0.08003048780487809,chemical_science_audit_bundle,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,parent,5,113,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,inchikey_connectivity_identity,direct_mechanism,self_rerun,0.9512195121951219,0.046875,0.9043445121951219,0.09565548780487809,chemical_science_audit_bundle,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,parent,20,101,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,inchikey_connectivity_identity,direct_mechanism,self_rerun,0.9512195121951219,0.0,0.9512195121951219,0.04878048780487809,chemical_science_audit_bundle,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,parent,20,103,chemtrace_relation_lattice,self_rerun,1.0,0.015625,1.0,0.984375,inchikey_connectivity_identity,direct_mechanism,self_rerun,0.9512195121951219,0.046875,0.9043445121951219,0.08003048780487809,chemical_science_audit_bundle,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,parent,20,107,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,inchikey_connectivity_identity,direct_mechanism,self_rerun,0.9512195121951219,0.015625,0.9355945121951219,0.06440548780487809,chemical_science_audit_bundle,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,parent,20,109,chemtrace_relation_lattice,self_rerun,1.0,0.015625,1.0,0.984375,inchikey_connectivity_identity,direct_mechanism,self_rerun,0.9512195121951219,0.046875,0.9043445121951219,0.08003048780487809,chemical_science_audit_bundle,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,parent,20,113,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,inchikey_connectivity_identity,direct_mechanism,self_rerun,0.9512195121951219,0.046875,0.9043445121951219,0.09565548780487809,chemical_science_audit_bundle,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,stereo,1,101,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,inchikey_connectivity_identity,direct_mechanism,self_rerun,1.0,0.0,1.0,0.0,inchikey_connectivity_identity,direct_mechanism,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,stereo,1,103,chemtrace_relation_lattice,self_rerun,1.0,0.03125,1.0,0.96875,morgan_ecfp80,recent_same_task,self_rerun,1.0,0.03125,0.96875,0.0,morgan_ecfp80,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,stereo,1,107,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,inchikey_connectivity_identity,direct_mechanism,self_rerun,1.0,0.015625,0.984375,0.015625,inchikey_connectivity_identity,direct_mechanism,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,stereo,1,109,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,morgan_ecfp80,recent_same_task,self_rerun,1.0,0.03125,0.96875,0.03125,morgan_ecfp80,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,stereo,1,113,chemtrace_relation_lattice,self_rerun,1.0,0.015625,1.0,0.984375,morgan_ecfp80,recent_same_task,self_rerun,1.0,0.015625,0.984375,0.0,morgan_ecfp80,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,stereo,5,101,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,inchikey_connectivity_identity,direct_mechanism,self_rerun,1.0,0.0,1.0,0.0,inchikey_connectivity_identity,direct_mechanism,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,stereo,5,103,chemtrace_relation_lattice,self_rerun,1.0,0.03125,1.0,0.96875,morgan_ecfp80,recent_same_task,self_rerun,1.0,0.03125,0.96875,0.0,morgan_ecfp80,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,stereo,5,107,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,inchikey_connectivity_identity,direct_mechanism,self_rerun,1.0,0.015625,0.984375,0.015625,inchikey_connectivity_identity,direct_mechanism,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,stereo,5,109,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,morgan_ecfp80,recent_same_task,self_rerun,1.0,0.03125,0.96875,0.03125,morgan_ecfp80,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,stereo,5,113,chemtrace_relation_lattice,self_rerun,1.0,0.015625,1.0,0.984375,morgan_ecfp80,recent_same_task,self_rerun,1.0,0.015625,0.984375,0.0,morgan_ecfp80,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,stereo,20,101,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,inchikey_connectivity_identity,direct_mechanism,self_rerun,1.0,0.0,1.0,0.0,inchikey_connectivity_identity,direct_mechanism,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,stereo,20,103,chemtrace_relation_lattice,self_rerun,1.0,0.03125,1.0,0.96875,morgan_ecfp80,recent_same_task,self_rerun,1.0,0.03125,0.96875,0.0,morgan_ecfp80,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,stereo,20,107,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,inchikey_connectivity_identity,direct_mechanism,self_rerun,1.0,0.015625,0.984375,0.015625,inchikey_connectivity_identity,direct_mechanism,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,stereo,20,109,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,morgan_ecfp80,recent_same_task,self_rerun,1.0,0.03125,0.96875,0.03125,morgan_ecfp80,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,stereo,20,113,chemtrace_relation_lattice,self_rerun,1.0,0.015625,1.0,0.984375,morgan_ecfp80,recent_same_task,self_rerun,1.0,0.015625,0.984375,0.0,morgan_ecfp80,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,tautomer,1,101,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,lohi_high_similarity_split,recent_same_task,adapted_rerun,1.0,0.015625,0.984375,0.015625,lohi_high_similarity_split,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,tautomer,1,103,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,lohi_high_similarity_split,recent_same_task,adapted_rerun,1.0,0.046875,0.953125,0.046875,lohi_high_similarity_split,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,tautomer,1,107,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,lohi_high_similarity_split,recent_same_task,adapted_rerun,1.0,0.0625,0.9375,0.0625,lohi_high_similarity_split,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,tautomer,1,109,chemtrace_relation_lattice,self_rerun,1.0,0.015625,1.0,0.984375,lohi_high_similarity_split,recent_same_task,adapted_rerun,1.0,0.0625,0.9375,0.046875,lohi_high_similarity_split,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,tautomer,1,113,chemtrace_relation_lattice,self_rerun,1.0,0.015625,1.0,0.984375,lohi_high_similarity_split,recent_same_task,adapted_rerun,1.0,0.09375,0.90625,0.078125,lohi_high_similarity_split,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,tautomer,5,101,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,lohi_high_similarity_split,recent_same_task,adapted_rerun,1.0,0.015625,0.984375,0.015625,lohi_high_similarity_split,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,tautomer,5,103,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,lohi_high_similarity_split,recent_same_task,adapted_rerun,1.0,0.046875,0.953125,0.046875,lohi_high_similarity_split,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,tautomer,5,107,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,lohi_high_similarity_split,recent_same_task,adapted_rerun,1.0,0.0625,0.9375,0.0625,lohi_high_similarity_split,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,tautomer,5,109,chemtrace_relation_lattice,self_rerun,1.0,0.015625,1.0,0.984375,lohi_high_similarity_split,recent_same_task,adapted_rerun,1.0,0.0625,0.9375,0.046875,lohi_high_similarity_split,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,tautomer,5,113,chemtrace_relation_lattice,self_rerun,1.0,0.015625,1.0,0.984375,lohi_high_similarity_split,recent_same_task,adapted_rerun,1.0,0.09375,0.90625,0.078125,lohi_high_similarity_split,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,tautomer,20,101,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,lohi_high_similarity_split,recent_same_task,adapted_rerun,1.0,0.015625,0.984375,0.015625,lohi_high_similarity_split,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,tautomer,20,103,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,lohi_high_similarity_split,recent_same_task,adapted_rerun,1.0,0.046875,0.953125,0.046875,lohi_high_similarity_split,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,tautomer,20,107,chemtrace_relation_lattice,self_rerun,1.0,0.0,1.0,1.0,lohi_high_similarity_split,recent_same_task,adapted_rerun,1.0,0.0625,0.9375,0.0625,lohi_high_similarity_split,recent_same_task,1.0,0.0
phase0_tf_confirm_top_len158_extra,clintox_tox,tautomer,20,109,chemtrace_relation_lattice,self_rerun,1.0,0.015625,1.0,0.984375,lohi_high_similarity_split,recent_same_task,adapted_rerun,1.0,0.0625,0.9375,0.046875,lohi_high_similarity_split,recent_same_task,1.0,0.0
